row_index,a,op,b,c,prompt,freq_a,freq_b,freq_c,freq_prompt,log_freq_a,log_freq_b,log_freq_c,log_freq_prompt,target,pred,gen_suffix,is_correct,model,model_acc_overall
11395459,42,+,49,91,42 + 49 =,368,216,121,1,2.56702636615906,2.3364597338485296,2.0863598306747484,0.3010299956639812,91,,"
#if defined(BIND)",False,EleutherAI/pythia-70m-deduped,0.0062
89531591,7,*,64,448,7 * 64 =,4442,602,35,2,3.6476763132408707,2.780317312140151,1.5563025007672873,0.47712125471966244,448,,"
* 64 = 
* 64",False,EleutherAI/pythia-70m-deduped,0.0062
55559863,16,+,1024,1040,16 + 1024 =,2175,269,17,1,3.3376588910261424,2.4313637641589874,1.255272505103306,0.3010299956639812,1040,-1.0,"
-1.0.0
",False,EleutherAI/pythia-70m-deduped,0.0062
17529845,2000,+,25,2025,2000 + 25 =,229,1158,11,1,2.361727836017593,3.064083435963596,1.0791812460476249,0.3010299956639812,2025,-1.0,"
-1.0
-1",False,EleutherAI/pythia-70m-deduped,0.0062
124762395,-16,-,4,-20,-16 - 4 =,93,14623,73,1,1.9731278535996986,4.165066178389756,1.8692317197309762,0.3010299956639812,-20,-1.0,"
-1.0.0
",False,EleutherAI/pythia-70m-deduped,0.0062
57129694,70000,/,250,280,70000 / 250 =,7,147,62,1,0.9030899869919435,2.1702617153949575,1.7993405494535817,0.3010299956639812,280,,"
#define 250
#define 250",False,EleutherAI/pythia-70m-deduped,0.0062
73389405,280,/,28,10,280 / 28 =,65,583,4209,1,1.8195439355418688,2.7664128471123997,3.6242820958356683,0.3010299956639812,10,,"
#define	0x0
",False,EleutherAI/pythia-70m-deduped,0.0062
97299042,56,+,8,64,56 + 8 =,228,6642,810,5,2.359835482339888,3.8223642524415493,2.909020854211156,0.7781512503836436,64,,"
#define	0x00
",False,EleutherAI/pythia-70m-deduped,0.0062
83823305,1999,+,1,2000,1999 + 1 =,8,28252,157,1,0.9542425094393249,4.4510645694747835,2.1986570869544226,0.3010299956639812,2000,,"
    {
        ""id"":",False,EleutherAI/pythia-70m-deduped,0.0062
90157271,40320,/,4,10080,40320 / 4 =,18,14623,8,1,1.2787536009528289,4.165066178389756,0.9542425094393249,0.3010299956639812,10080,,"

#define S_S_",False,EleutherAI/pythia-70m-deduped,0.0062
117275674,12,/,12,1,12 / 12 =,3017,2917,8225,19,3.479719235439571,3.4650852875574327,3.9151887051731564,1.3010299956639813,1,,"

#1. Field of the",False,EleutherAI/pythia-70m-deduped,0.0062
100646173,75,-,81,-6,75 - 81 =,242,133,470,1,2.385606273598312,2.1271047983648077,2.673020907128896,0.3010299956639812,-6,-81.0,"
-81
-81
-",False,EleutherAI/pythia-70m-deduped,0.0062
61100736,101,+,110,211,101 + 110 =,123,82,9,1,2.093421685162235,1.919078092376074,1.0,0.3010299956639812,211,-1.0,"
-1.0.0
",False,EleutherAI/pythia-70m-deduped,0.0062
113438486,-16,-,1,-17,-16 - 1 =,93,28252,64,1,1.9731278535996986,4.4510645694747835,1.8129133566428555,0.3010299956639812,-17,-1.0,"
-1
-1
-",False,EleutherAI/pythia-70m-deduped,0.0062
81985520,32943,-,32945,-2,32943 - 32945 =,1,1,3371,1,0.3010299956639812,0.3010299956639812,3.527887565952705,0.3010299956639812,-2,,"
- - - - - - -",False,EleutherAI/pythia-70m-deduped,0.0062
119755587,12388,-,12387,1,12388 - 12387 =,1,1,8225,1,0.3010299956639812,0.3010299956639812,3.9151887051731564,0.3010299956639812,1,-12387.0,"
-12387
-12387",False,EleutherAI/pythia-70m-deduped,0.0062
118578283,94,+,180,274,94 + 180 =,97,137,18,1,1.9912260756924949,2.1398790864012365,1.2787536009528289,0.3010299956639812,274,,"
#define M_MAX_PER",False,EleutherAI/pythia-70m-deduped,0.0062
111300798,300,-,600,-300,300 - 600 =,449,128,6,1,2.6532125137753435,2.110589710299249,0.8450980400142568,0.3010299956639812,-300,-600.0,"
-600

A:
",False,EleutherAI/pythia-70m-deduped,0.0062
105357328,36,+,11,47,36 + 11 =,686,1770,135,1,2.8369567370595505,3.248218561190075,2.1335389083702174,0.3010299956639812,47,,"
#if !defined(CMAKE",False,EleutherAI/pythia-70m-deduped,0.0062
96189148,2702159776422297,*,4096,11068046444225728512,2702159776422297 * 4096 =,1,127,1,1,0.3010299956639812,2.1072099696478683,0.3010299956639812,0.3010299956639812,11068046444225728512,,"
*
*
*
*",False,EleutherAI/pythia-70m-deduped,0.0062
17195372,2439,-,14,2425,2439 - 14 =,1,1127,2,1,0.3010299956639812,3.0523090996473234,0.47712125471966244,0.3010299956639812,2425,-14.0,"
-14
-14
-",False,EleutherAI/pythia-70m-deduped,0.0062
113154180,2996,-,2993,3,2996 - 2993 =,1,1,10255,1,0.3010299956639812,0.3010299956639812,4.010978012174742,0.3010299956639812,3,-2993.0,"
-2993
-2993",False,EleutherAI/pythia-70m-deduped,0.0062
11136057,22000000,-,15000000,7000000,22000000 - 15000000 =,14,1,3,1,1.1760912590556813,0.3010299956639812,0.6020599913279624,0.3010299956639812,7000000,-15000000.0,"
-15000000
-15000000",False,EleutherAI/pythia-70m-deduped,0.0062
31294765,13400,/,5,2680,13400 / 5 =,2,10853,3,2,0.47712125471966244,4.035589817243458,0.6020599913279624,0.47712125471966244,2680,,"
#define 5
#define 5",False,EleutherAI/pythia-70m-deduped,0.0062
14228294,136,-,34,102,136 - 34 =,50,307,109,1,1.7075701760979363,2.4885507165004443,2.041392685158225,0.3010299956639812,102,-1.0,"
-1.0.0
",False,EleutherAI/pythia-70m-deduped,0.0062
92036439,494077,*,30506,15072312962,494077 * 30506 =,1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,15072312962,,"
* & 1.0 & 0",False,EleutherAI/pythia-70m-deduped,0.0062
38333963,133,*,8,1064,133 * 8 =,40,6642,6,1,1.6127838567197355,3.8223642524415493,0.8450980400142568,0.3010299956639812,1064,,"
*8*
*8*",False,EleutherAI/pythia-70m-deduped,0.0062
116989208,72,+,2,74,72 + 2 =,418,28880,103,4,2.622214022966295,4.460612226534829,2.0170333392987803,0.6989700043360189,74,,"
#define	0x00
",False,EleutherAI/pythia-70m-deduped,0.0062
129630381,26,-,14,12,26 - 14 =,488,1127,3890,4,2.6893088591236203,3.0523090996473234,3.5900612308037427,0.6989700043360189,12,,"
#define  0x00
",False,EleutherAI/pythia-70m-deduped,0.0062
114763195,2058,-,16,2042,2058 - 16 =,4,2263,4,1,0.6989700043360189,3.354876422516234,0.6989700043360189,0.3010299956639812,2042,0.0,"
-0.5
-0",False,EleutherAI/pythia-70m-deduped,0.0062
86616981,166,+,166,332,166 + 166 =,26,15,7,2,1.4313637641589874,1.2041199826559248,0.9030899869919435,0.47712125471966244,332,,"
#define  0x00
",False,EleutherAI/pythia-70m-deduped,0.0062
118682572,1440,/,180,8,1440 / 180 =,40,137,4817,1,1.6127838567197355,2.1398790864012365,3.6828667956623247,0.3010299956639812,8,,"
  #define  0x00",False,EleutherAI/pythia-70m-deduped,0.0062
17195372,745,-,140,605,745 - 140 =,3,78,10,1,0.6020599913279624,1.8976270912904414,1.041392685158225,0.3010299956639812,605,-14.0,"
-14
Let t = -",False,EleutherAI/pythia-70m-deduped,0.0062
4278395,18,*,37,666,18 * 37 =,1123,209,43,1,3.0507663112330423,2.322219294733919,1.6434526764861874,0.3010299956639812,666,,"
* * * * * * *",False,EleutherAI/pythia-70m-deduped,0.0062
126446891,-19,-,17,-36,-19 - 17 =,63,917,19,1,1.806179973983887,2.9628426812012423,1.3010299956639813,0.3010299956639812,-36,-1.0,"
-1.0
-0",False,EleutherAI/pythia-70m-deduped,0.0062
108811830,16,*,70,1120,16 * 70 =,2175,295,16,1,3.3376588910261424,2.4712917110589387,1.2304489213782739,0.3010299956639812,1120,,"
* 70 = 
* 70",False,EleutherAI/pythia-70m-deduped,0.0062
15249216,2,*,87,174,2 * 87 =,22476,53,46,1,4.35173834558076,1.7323937598229686,1.6720978579357175,0.3010299956639812,174,,"
* 87 = 
* 87",False,EleutherAI/pythia-70m-deduped,0.0062
98586726,-20,-,17,-37,-20 - 17 =,78,917,13,1,1.8976270912904414,2.9628426812012423,1.146128035678238,0.3010299956639812,-37,-1.0,"
-1.0.0
",False,EleutherAI/pythia-70m-deduped,0.0062
126975283,23,+,1,24,23 + 1 =,494,28252,1631,11,2.694605198933569,4.4510645694747835,3.2127201544178425,1.0791812460476249,24,,"

#if defined(BIG",False,EleutherAI/pythia-70m-deduped,0.0062
35309533,-51,+,55,4,-51 + 55 =,9,207,15270,1,1.0,2.3180633349627615,4.183867477152165,0.3010299956639812,4,-1.0,"
-1.5
Let s",False,EleutherAI/pythia-70m-deduped,0.0062
48068348,33686,+,47424,81110,33686 + 47424 =,1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,81110,,"
#define		0x7",False,EleutherAI/pythia-70m-deduped,0.0062
115341168,335,-,332,3,335 - 332 =,13,10,10255,1,1.146128035678238,1.041392685158225,4.010978012174742,0.3010299956639812,3,-2.0,"
-2*a**2.",False,EleutherAI/pythia-70m-deduped,0.0062
117811226,49,+,25,74,49 + 25 =,330,1158,103,3,2.519827993775719,3.064083435963596,2.0170333392987803,0.6020599913279624,74,,"
#if !defined(BIG",False,EleutherAI/pythia-70m-deduped,0.0062
76985778,120,+,15,135,120 + 15 =,532,1810,116,2,2.7267272090265724,3.2579184503140586,2.0681858617461617,0.47712125471966244,135,,"
    {
        ""id"":",False,EleutherAI/pythia-70m-deduped,0.0062
109740622,-35,+,25,-10,-35 + 25 =,25,1158,251,1,1.414973347970818,3.064083435963596,2.401400540781544,0.3010299956639812,-10,-5.0,"
-5*c**2 +",False,EleutherAI/pythia-70m-deduped,0.0062
92637582,27,-,28,-1,27 - 28 =,537,583,1105,2,2.7307822756663893,2.7664128471123997,3.0437551269686796,0.47712125471966244,-1,-28.0,"
-28
-28
-",False,EleutherAI/pythia-70m-deduped,0.0062
2315310,1948,+,2012,3960,1948 + 2012 =,15,6,7,1,1.2041199826559248,0.8450980400142568,0.9030899869919435,0.3010299956639812,3960,,"

# 
# 
",False,EleutherAI/pythia-70m-deduped,0.0062
88361932,7,+,495,502,7 + 495 =,4442,16,10,1,3.6476763132408707,1.2304489213782739,1.041392685158225,0.3010299956639812,502,,"
#define R_0_0",False,EleutherAI/pythia-70m-deduped,0.0062
57987168,44,*,40,1760,44 * 40 =,206,888,13,1,2.315970345456918,2.9489017609702137,1.146128035678238,0.3010299956639812,1760,,"
* 40* 
* 40",False,EleutherAI/pythia-70m-deduped,0.0062
48794099,1460,+,40,1500,1460 + 40 =,5,888,86,1,0.7781512503836436,2.9489017609702137,1.9395192526186185,0.3010299956639812,1500,-1.0,"
-1.0
-1",False,EleutherAI/pythia-70m-deduped,0.0062
51284820,19700,-,19900,-200,19700 - 19900 =,1,1,10,1,0.3010299956639812,0.3010299956639812,1.041392685158225,0.3010299956639812,-200,-1.0,"
-1.0.0.",False,EleutherAI/pythia-70m-deduped,0.0062
130239863,210,+,85,295,210 + 85 =,91,105,14,1,1.9637878273455553,2.0253058652647704,1.1760912590556813,0.3010299956639812,295,-1.0,"
-1.0
-1",False,EleutherAI/pythia-70m-deduped,0.0062
70296410,3053,+,18005,21058,3053 + 18005 =,5,1,1,1,0.7781512503836436,0.3010299956639812,0.3010299956639812,0.3010299956639812,21058,,"
#define		0x00",False,EleutherAI/pythia-70m-deduped,0.0062
115319886,72,+,10,82,72 + 10 =,418,4789,100,5,2.622214022966295,3.680335513414563,2.0043213737826426,0.7781512503836436,82,,"
#define	0x00
",False,EleutherAI/pythia-70m-deduped,0.0062
82416835,277,+,1849,2126,277 + 1849 =,9,2,1,1,1.0,0.47712125471966244,0.3010299956639812,0.3010299956639812,2126,,"
#define		0x00",False,EleutherAI/pythia-70m-deduped,0.0062
36607508,36,*,150,5400,36 * 150 =,686,243,23,1,2.8369567370595505,2.3873898263387296,1.380211241711606,0.3010299956639812,5400,,"
* 150* * * * *",False,EleutherAI/pythia-70m-deduped,0.0062
63617819,8192,-,6168,2024,8192 - 6168 =,44,1,5,1,1.6532125137753437,0.3010299956639812,0.7781512503836436,0.3010299956639812,2024,,"
#define S8_0_",False,EleutherAI/pythia-70m-deduped,0.0062
29976634,5042631,-,103823,4938808,5042631 - 103823 =,172,1,1,1,2.2380461031287955,0.3010299956639812,0.3010299956639812,0.3010299956639812,4938808,-103823.0,"
-103823
-10",False,EleutherAI/pythia-70m-deduped,0.0062
67047509,72,*,26,1872,72 * 26 =,418,438,5,1,2.622214022966295,2.6424645202421213,0.7781512503836436,0.3010299956639812,1872,,"
* 2* * 2* *",False,EleutherAI/pythia-70m-deduped,0.0062
87024140,3400,-,300,3100,3400 - 300 =,11,291,12,1,1.0791812460476249,2.4653828514484184,1.1139433523068367,0.3010299956639812,3100,-300.0,"
-300

A:
",False,EleutherAI/pythia-70m-deduped,0.0062
118576341,-9,+,1,-8,-9 + 1 =,225,28252,288,7,2.3541084391474008,4.4510645694747835,2.4608978427565478,0.9030899869919435,-8,-1.0,"
-1*j**2 -",False,EleutherAI/pythia-70m-deduped,0.0062
43668507,57,+,6,63,57 + 6 =,154,7366,274,2,2.1903316981702914,3.867290669854884,2.439332693830263,0.47712125471966244,63,-1.0,"
-1.0
-1",False,EleutherAI/pythia-70m-deduped,0.0062
103047489,752,-,733,19,752 - 733 =,5,4,595,1,0.7781512503836436,0.6989700043360189,2.7752462597402365,0.3010299956639812,19,,"
#define R_0_0",False,EleutherAI/pythia-70m-deduped,0.0062
6681922,31,*,29,899,31 * 29 =,385,337,10,2,2.586587304671755,2.5289167002776547,1.041392685158225,0.47712125471966244,899,,"
* 29 = 
* 29",False,EleutherAI/pythia-70m-deduped,0.0062
126703157,4096,*,4,16384,4096 * 4 =,127,14623,75,3,2.1072099696478683,4.165066178389756,1.8808135922807914,0.6020599913279624,16384,,"
* 2* * 2* *",False,EleutherAI/pythia-70m-deduped,0.0062
53404230,30003,*,30003,900180009,30003 * 30003 =,1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,900180009,,"
*30003 = 
*",False,EleutherAI/pythia-70m-deduped,0.0062
32458033,55,+,245,300,55 + 245 =,242,11,366,1,2.385606273598312,1.0791812460476249,2.5646660642520893,0.3010299956639812,300,,"
#define M_B_0",False,EleutherAI/pythia-70m-deduped,0.0062
130027191,2,+,16,18,2 + 16 =,22476,2263,1433,19,4.35173834558076,3.354876422516234,3.1565491513317814,1.3010299956639813,18,,"
#if defined(B)
",False,EleutherAI/pythia-70m-deduped,0.0062
69277256,-68,+,61,-7,-68 + 61 =,8,104,339,1,0.9542425094393249,2.0211892990699383,2.531478917042255,0.3010299956639812,-7,-1.0,"
-1.5
Let s",False,EleutherAI/pythia-70m-deduped,0.0062
86760835,38,*,8,304,38 * 8 =,234,6642,26,1,2.3710678622717363,3.8223642524415493,1.4313637641589874,0.3010299956639812,304,,"
* 8* * 8* *",False,EleutherAI/pythia-70m-deduped,0.0062
12314586,120000000,/,4000,30000,120000000 / 4000 =,1,71,41,1,0.3010299956639812,1.8573324964312685,1.6232492903979006,0.3010299956639812,30000,,"
#    #    #    #",False,EleutherAI/pythia-70m-deduped,0.0062
11064389,11,*,29,319,11 * 29 =,1508,337,15,1,3.17868923977559,2.5289167002776547,1.2041199826559248,0.3010299956639812,319,,"
* 29 = 
* 29",False,EleutherAI/pythia-70m-deduped,0.0062
131773700,20,/,5,4,20 / 5 =,2217,10853,15270,78,3.3459615418131414,4.035589817243458,4.183867477152165,1.8976270912904414,4,,"

#1. Field of the",False,EleutherAI/pythia-70m-deduped,0.0062
98408370,43857,*,0,0,43857 * 0 =,1,8250,12269,1,0.3010299956639812,3.9165065871151556,4.0888445627270045,0.3010299956639812,0,0.0,"
0x0.0,0",True,EleutherAI/pythia-70m-deduped,0.0062
120826220,-16,+,18,2,-16 + 18 =,93,939,15071,7,1.9731278535996986,2.9731278535996988,4.178170885448802,0.9030899869919435,2,-1.0,"
-1.5
Let s",False,EleutherAI/pythia-70m-deduped,0.0062
111000309,20000,/,1000,20,20000 / 1000 =,82,393,2291,2,1.919078092376074,2.595496221825574,3.3602146132953523,0.47712125471966244,20,0.0,"
0.0
0.0",False,EleutherAI/pythia-70m-deduped,0.0062
75780447,-65,+,69,4,-65 + 69 =,14,72,15270,1,1.1760912590556813,1.863322860120456,4.183867477152165,0.3010299956639812,4,-1.0,"
-1.5
What is",False,EleutherAI/pythia-70m-deduped,0.0062
84086080,13,-,155,-142,13 - 155 =,1299,29,2,1,3.113943352306837,1.4771212547196624,0.47712125471966244,0.3010299956639812,-142,-1.0,"
-1.0.0
",False,EleutherAI/pythia-70m-deduped,0.0062
98839942,468,*,16,7488,468 * 16 =,5,2263,1,1,0.7781512503836436,3.354876422516234,0.3010299956639812,0.3010299956639812,7488,,"
* * * * * * *",False,EleutherAI/pythia-70m-deduped,0.0062
131500928,3,*,17,51,3 * 17 =,14276,917,199,21,4.15463695951842,2.9628426812012423,2.3010299956639813,1.3424226808222062,51,,"
* 17* * 17 = ",False,EleutherAI/pythia-70m-deduped,0.0062
40868447,43,-,2,41,43 - 2 =,138,28880,183,1,2.143014800254095,4.460612226534829,2.2648178230095364,0.3010299956639812,41,,"
#define  0x0
",False,EleutherAI/pythia-70m-deduped,0.0062
131298393,8038,-,8043,-5,8038 - 8043 =,1,1,2418,1,0.3010299956639812,0.3010299956639812,3.3836358683618797,0.3010299956639812,-5,-8.0,"
-8.0.0
",False,EleutherAI/pythia-70m-deduped,0.0062
113863799,7,*,96,672,7 * 96 =,4442,171,23,1,3.6476763132408707,2.2355284469075487,1.380211241711606,0.3010299956639812,672,,"
* 96 = 
* 96",False,EleutherAI/pythia-70m-deduped,0.0062
13211917,-137,+,59,-78,-137 + 59 =,6,99,6,1,0.8450980400142568,2.0,0.8450980400142568,0.3010299956639812,-78,-1.0,"
-1.0
-1",False,EleutherAI/pythia-70m-deduped,0.0062
89761374,80,*,25,2000,80 * 25 =,500,1158,157,7,2.699837725867246,3.064083435963596,2.1986570869544226,0.9030899869919435,2000,,"
*25* * 25* *",False,EleutherAI/pythia-70m-deduped,0.0062
61958067,720,/,12,60,720 / 12 =,116,2917,921,3,2.0681858617461617,3.4650852875574327,2.9647309210536292,0.6020599913279624,60,,"

# 
# 
",False,EleutherAI/pythia-70m-deduped,0.0062
127449101,1208747,-,1210285,-1538,1208747 - 1210285 =,2,4,2,2,0.47712125471966244,0.6989700043360189,0.47712125471966244,0.47712125471966244,-1538,-1210285.0,"
-1210285
-12",False,EleutherAI/pythia-70m-deduped,0.0062
134267184,1,-,2,-1,1 - 2 =,25718,28880,1105,212,4.410254078446397,4.460612226534829,3.0437551269686796,2.3283796034387376,-1,-1.0,"
-1
-1
-",True,EleutherAI/pythia-70m-deduped,0.0062
25997713,187,-,125,62,187 - 125 =,20,109,122,1,1.3222192947339193,2.041392685158225,2.089905111439398,0.3010299956639812,62,,"
- 125
- 125
-",False,EleutherAI/pythia-70m-deduped,0.0062
27249084,1147797065081426760,/,11,104345187734675160,1147797065081426760 / 11 =,30,1770,2,2,1.4913616938342726,3.248218561190075,0.47712125471966244,0.47712125471966244,104345187734675160,,"

#define	0x00",False,EleutherAI/pythia-70m-deduped,0.0062
122399137,45,-,40,5,45 - 40 =,554,888,8658,6,2.7442929831226763,2.9489017609702137,3.9374677396433775,0.8450980400142568,5,-40.0,"
-40
-40
-",False,EleutherAI/pythia-70m-deduped,0.0062
53939193,888,/,24,37,888 / 24 =,13,1119,250,7,1.146128035678238,3.0492180226701815,2.399673721481038,0.9030899869919435,37,,"
#define	0x0
",False,EleutherAI/pythia-70m-deduped,0.0062
36785500,1533,-,1022,511,1533 - 1022 =,3,4,12,1,0.6020599913279624,0.6989700043360189,1.1139433523068367,0.3010299956639812,511,-1.0,"
-1.0.0.",False,EleutherAI/pythia-70m-deduped,0.0062
115941062,2600,/,5,520,2600 / 5 =,12,10853,36,1,1.1139433523068367,4.035589817243458,1.568201724066995,0.3010299956639812,520,,"

#define S_S_",False,EleutherAI/pythia-70m-deduped,0.0062
71155571,927,-,346,581,927 - 346 =,4,8,4,2,0.6989700043360189,0.9542425094393249,0.6989700043360189,0.47712125471966244,581,-1.0,"
-1.0.0.",False,EleutherAI/pythia-70m-deduped,0.0062
21505469,512,-,366,146,512 - 366 =,258,13,18,1,2.413299764081252,1.146128035678238,1.2787536009528289,0.3010299956639812,146,-6.0,"
-6*a**2 -",False,EleutherAI/pythia-70m-deduped,0.0062
121347821,19502,-,19456,46,19502 - 19456 =,1,1,209,1,0.3010299956639812,0.3010299956639812,2.322219294733919,0.3010299956639812,46,-1.0,"
-1.0.0
",False,EleutherAI/pythia-70m-deduped,0.0062
30093842,-31,-,3,-34,-31 - 3 =,43,18022,22,1,1.6434526764861874,4.2558270827032345,1.3617278360175928,0.3010299956639812,-34,-3.0,"
-3
Let s = -",False,EleutherAI/pythia-70m-deduped,0.0062
109684406,-11,+,13,2,-11 + 13 =,129,1266,15071,5,2.113943352306837,3.1027766148834415,4.178170885448802,0.7781512503836436,2,-1.0,"
-1.5
Let s",False,EleutherAI/pythia-70m-deduped,0.0062
122943274,76,+,56,132,76 + 56 =,94,211,114,1,1.9777236052888478,2.3263358609287517,2.060697840353612,0.3010299956639812,132,,"
#define  0x7f",False,EleutherAI/pythia-70m-deduped,0.0062
69868096,-347,+,356,9,-347 + 356 =,2,14,4399,1,0.47712125471966244,1.1760912590556813,3.6434526764861874,0.3010299956639812,9,-1.0,"
-1.5
Let s",False,EleutherAI/pythia-70m-deduped,0.0062
81271827,418,+,86,504,418 + 86 =,4,65,48,1,0.6989700043360189,1.8195439355418688,1.6901960800285136,0.3010299956639812,504,-1.0,"
-1.5
-1",False,EleutherAI/pythia-70m-deduped,0.0062
105778087,-10,+,-6,-16,-10 + -6 =,204,13,80,1,2.311753861055754,1.146128035678238,1.9084850188786497,0.3010299956639812,-16,-1.0,"
-1.5
Let t",False,EleutherAI/pythia-70m-deduped,0.0062
74108778,24576,/,2048,12,24576 / 2048 =,4,71,3890,1,0.6989700043360189,1.8573324964312685,3.5900612308037427,0.3010299956639812,12,,"
#[0-9]
",False,EleutherAI/pythia-70m-deduped,0.0062
86051515,-41,+,52,11,-41 + 52 =,23,162,2056,1,1.380211241711606,2.2121876044039577,3.313234291694724,0.3010299956639812,11,-1.0,"
-1.5
Let s",False,EleutherAI/pythia-70m-deduped,0.0062
109326464,3830,+,111,3941,3830 + 111 =,1,92,2,1,0.3010299956639812,1.968482948553935,0.47712125471966244,0.3010299956639812,3941,,"
#define VERSION_0",False,EleutherAI/pythia-70m-deduped,0.0062
