row_index,a,op,b,c,prompt,freq_a,freq_b,freq_c,freq_prompt,log_freq_a,log_freq_b,log_freq_c,log_freq_prompt,pred,gen_suffix,is_correct,k,model,model_acc_overall
97299042,56,+,8,64,"37 + 71 = 108
66 + 73 = 139
72 + 62 = 134
7 + 60 = 67
37 + 79 = 116
17 + 72 = 89
75 + 10 = 85
26 + 79 = 105
56 + 8 =",228,6642,810,5,2.359835482339888,3.8223642524415493,2.909020854211156,0.7781512503836436,," + 79 = 105
56 + 8 = 64
36 + 42 = 78
",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
83823305,1999,+,1,2000,"37 + 71 = 108
66 + 72 = 138
72 + 61 = 133
7 + 60 = 67
37 + 79 = 116
17 + 72 = 89
75 + 9 = 84
26 + 79 = 105
1999 + 1 =",8,28252,157,1,0.9542425094393249,4.4510645694747835,2.1986570869544226,0.3010299956639812,," + 79 = 105
1999 + 1 = 2000
1999 + 2000 ",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
90157271,40320,/,4,10080,"37 / 71 = None
66 / 72 = None
72 / 61 = None
7 / 60 = None
37 / 79 = None
17 / 72 = None
75 / 9 = None
26 / 79 = None
40320 / 4 =",18,14623,8,1,1.2787536009528289,4.165066178389756,0.9542425094393249,0.3010299956639812,26.0,"
26 / 79 = None
40320 / 4 = None
40320 /",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
117275674,12,/,12,1,"37 / 72 = None
66 / 73 = None
72 / 62 = None
7 / 60 = None
37 / 80 = None
17 / 73 = None
75 / 10 = None
26 / 80 = None
12 / 12 =",3017,2917,8225,19,3.479719235439571,3.4650852875574327,3.9151887051731564,1.3010299956639813,," = None
26 / 80 = None
12 / 12 = None
73",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
100646173,75,-,81,-6,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
75 - 81 =",242,133,470,1,2.385606273598312,2.1271047983648077,2.673020907128896,0.3010299956639812,-53.0," -53
75 - 81 = -4
-1 - -1",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
61100736,101,+,110,211,"37 + 71 = 108
66 + 72 = 138
72 + 61 = 133
7 + 60 = 67
37 + 79 = 116
17 + 72 = 89
75 + 9 = 84
26 + 79 = 105
101 + 110 =",123,82,9,1,2.093421685162235,1.919078092376074,1.0,0.3010299956639812,," = 84
26 + 79 = 105
101 + 110 = 211
111 ",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
113438486,-16,-,1,-17,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
-16 - 1 =",93,28252,64,1,1.9731278535996986,4.4510645694747835,1.8129133566428555,0.3010299956639812,-16.0,"
-16 - 1 = -15
-1 - -1",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
81985520,32943,-,32945,-2,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
32943 - 32945 =",1,1,3371,1,0.3010299956639812,0.3010299956639812,3.527887565952705,0.3010299956639812,43.0,"43 - 32945 = -2
-2 - -2",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
119755587,12388,-,12387,1,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
12388 - 12387 =",1,1,8225,1,0.3010299956639812,0.3010299956639812,3.9151887051731564,0.3010299956639812,388.0,"388 - 12387 = 1
-12387 - 12388",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
118578283,94,+,180,274,"37 + 71 = 108
66 + 72 = 138
72 + 61 = 133
7 + 60 = 67
37 + 79 = 116
17 + 72 = 89
75 + 9 = 84
26 + 79 = 105
94 + 180 =",97,137,18,1,1.9912260756924949,2.1398790864012365,1.2787536009528289,0.3010299956639812,," = 84
26 + 79 = 105
94 + 180 = 274
94 + ",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
111300798,300,-,600,-300,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
300 - 600 =",449,128,6,1,2.6532125137753435,2.110589710299249,0.8450980400142568,0.3010299956639812,-53.0," -53
300 - 600 = -300
-300 - -300",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
105357328,36,+,11,47,"37 + 72 = 109
66 + 73 = 139
72 + 62 = 134
7 + 60 = 67
37 + 80 = 117
17 + 72 = 89
75 + 10 = 85
26 + 79 = 105
36 + 11 =",686,1770,135,1,2.8369567370595505,3.248218561190075,2.1335389083702174,0.3010299956639812,," = 85
26 + 79 = 105
36 + 11 = 47
37 + 72",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
96189148,2702159776422297,*,4096,11068046444225728512,"37 * 71 = 2627
66 * 72 = 4752
72 * 61 = 4392
7 * 60 = 420
37 * 79 = 2923
17 * 72 = 1224
75 * 9 = 675
26 * 79 = 2054
2702159776422297 * 4096 =",1,127,1,1,0.3010299956639812,2.1072099696478683,0.3010299956639812,0.3010299956639812,1023179968.0," 1023179968

A",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
17195372,2439,-,14,2425,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
2439 - 14 =",1,1127,2,1,0.3010299956639812,3.0523090996473234,0.47712125471966244,0.3010299956639812,2439.0,"
2439 - 14 = -2437
2439 - 24",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
113154180,2996,-,2993,3,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
2996 - 2993 =",1,1,10255,1,0.3010299956639812,0.3010299956639812,4.010978012174742,0.3010299956639812,6.0,"6 - 2993 = -1
-1 - -1",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
11136057,22000000,-,15000000,7000000,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
22000000 - 15000000 =",14,1,3,1,1.1760912590556813,0.3010299956639812,0.6020599913279624,0.3010299956639812,0.0,"000000 - 15000000 = -10000000
-10000000 ",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
31294765,13400,/,5,2680,"37 / 71 = None
66 / 72 = None
72 / 61 = None
7 / 60 = None
37 / 79 = None
17 / 72 = None
75 / 9 = None
26 / 79 = None
13400 / 5 =",2,10853,3,2,0.47712125471966244,4.035589817243458,0.6020599913279624,0.47712125471966244,26.0,"
26 / 79 = None
13400 / 5 = None
13400 /",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
14228294,136,-,34,102,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
136 - 34 =",50,307,109,1,1.7075701760979363,2.4885507165004443,2.041392685158225,0.3010299956639812,-53.0," -53
136 - 34 = 102
-1 - -1 =",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
92036439,494077,*,30506,15072312962,"37 * 71 = 2627
66 * 72 = 4752
72 * 61 = 4392
7 * 60 = 420
37 * 79 = 2923
17 * 72 = 1224
75 * 9 = 675
26 * 79 = 2054
494077 * 30506 =",1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,14994077.0," 14994077

A:",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
38333963,133,*,8,1064,"37 * 71 = 2627
66 * 72 = 4752
72 * 61 = 4392
7 * 60 = 420
37 * 79 = 2923
17 * 72 = 1224
75 * 9 = 675
26 * 79 = 2054
133 * 8 =",40,6642,6,1,1.6127838567197355,3.8223642524415493,0.8450980400142568,0.3010299956639812,," * 8 = 1064
75 * 7 = 525",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
116989208,72,+,2,74,"37 + 71 = 108
66 + 72 = 138
72 + 62 = 134
7 + 60 = 67
37 + 79 = 116
17 + 72 = 89
75 + 10 = 85
26 + 79 = 105
72 + 2 =",418,28880,103,4,2.622214022966295,4.460612226534829,2.0170333392987803,0.6989700043360189,," + 79 = 105
72 + 2 = 74
72 + 79 = 151
",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
129630381,26,-,14,12,"37 - 72 = -35
66 - 73 = -7
72 - 62 = 10
7 - 60 = -53
37 - 80 = -43
17 - 72 = -55
75 - 10 = 65
26 - 80 = -54
26 - 14 =",488,1127,3890,4,2.6893088591236203,3.0523090996473234,3.5900612308037427,0.6989700043360189,," - 14 = -32
-26 - -26",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
114763195,2058,-,16,2042,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
2058 - 16 =",4,2263,4,1,0.6989700043360189,3.354876422516234,0.6989700043360189,0.3010299956639812,16.0," 16 = 2054
2058 - 20 =",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
86616981,166,+,166,332,"37 + 71 = 108
66 + 72 = 138
72 + 61 = 133
7 + 60 = 67
37 + 79 = 116
17 + 72 = 89
75 + 9 = 84
26 + 79 = 105
166 + 166 =",26,15,7,2,1.4313637641589874,1.2041199826559248,0.9030899869919435,0.47712125471966244,," + 79 = 105
166 + 166 = 332
66 + 66 = 13",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
118682572,1440,/,180,8,"37 / 71 = None
66 / 72 = None
72 / 61 = None
7 / 60 = None
37 / 79 = None
17 / 72 = None
75 / 9 = None
26 / 79 = None
1440 / 180 =",40,137,4817,1,1.6127838567197355,2.1398790864012365,3.6828667956623247,0.3010299956639812,," = None
1440 / 180 = None
1440 / 180 = N",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
17195372,745,-,140,605,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
745 - 140 =",3,78,10,1,0.6020599913279624,1.8976270912904414,1.041392685158225,0.3010299956639812,," - 140 = 605
-5 - -5 =",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
4278395,18,*,37,666,"37 * 72 = 2664
66 * 73 = 4818
72 * 62 = 4464
7 * 60 = 420
37 * 80 = 2960
17 * 72 = 1224
75 * 10 = 750
26 * 80 = 2080
18 * 37 =",1123,209,43,1,3.0507663112330423,2.322219294733919,1.6434526764861874,0.3010299956639812,," * 37 = 637
72 * 80 = 43",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
126446891,-19,-,17,-36,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
-19 - 17 =",63,917,19,1,1.806179973983887,2.9628426812012423,1.3010299956639813,0.3010299956639812,17.0," 17 = -26
-19 - -17",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
108811830,16,*,70,1120,"37 * 72 = 2664
66 * 73 = 4818
72 * 62 = 4464
7 * 60 = 420
37 * 80 = 2960
17 * 73 = 1241
75 * 10 = 750
26 * 80 = 2080
16 * 70 =",2175,295,16,1,3.3376588910261424,2.4712917110589387,1.2304489213782739,0.3010299956639812,," * 70 = 1040
70 * 10 = 700",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
15249216,2,*,87,174,"37 * 72 = 2664
66 * 73 = 4818
72 * 62 = 4464
7 * 61 = 427
37 * 80 = 2960
17 * 73 = 1241
75 * 10 = 750
26 * 80 = 2080
2 * 87 =",22476,53,46,1,4.35173834558076,1.7323937598229686,1.6720978579357175,0.3010299956639812,," * 87 = 174
2 * 87 = 174
",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
98586726,-20,-,17,-37,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
-20 - 17 =",78,917,13,1,1.8976270912904414,2.9628426812012423,1.146128035678238,0.3010299956639812,17.0," 17 = -33
-20 - -17",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
126975283,23,+,1,24,"37 + 72 = 109
66 + 73 = 139
72 + 62 = 134
7 + 60 = 67
37 + 80 = 117
17 + 72 = 89
75 + 10 = 85
26 + 80 = 106
23 + 1 =",494,28252,1631,11,2.694605198933569,4.4510645694747835,3.2127201544178425,1.0791812460476249,," + 80 = 106
23 + 1 = 24
23 + 72 = 95
",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
35309533,-51,+,55,4,"37 + 71 = 108
66 + 72 = 138
72 + 61 = 133
7 + 60 = 67
37 + 79 = 116
17 + 72 = 89
75 + 9 = 84
26 + 79 = 105
-51 + 55 =",9,207,15270,1,1.0,2.3180633349627615,4.183867477152165,0.3010299956639812,," = 105
-51 + 55 = -4
-55 + -1",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
48068348,33686,+,47424,81110,"37 + 71 = 108
66 + 72 = 138
72 + 61 = 133
7 + 60 = 67
37 + 79 = 116
17 + 72 = 89
75 + 9 = 84
26 + 79 = 105
33686 + 47424 =",1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,33686.0,"
33686 + 47424 = 69950
7 + 6 =",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
115341168,335,-,332,3,"37 - 71 = -34
66 - 72 = -6
72 - 61 = 11
7 - 60 = -53
37 - 79 = -42
17 - 72 = -55
75 - 9 = 66
26 - 79 = -53
335 - 332 =",13,10,10255,1,1.146128035678238,1.041392685158225,4.010978012174742,0.3010299956639812,332.0," 332 = -7
-1 - -1",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
117811226,49,+,25,74,"37 + 71 = 108
66 + 73 = 139
72 + 62 = 134
7 + 60 = 67
37 + 79 = 116
17 + 72 = 89
75 + 10 = 85
26 + 79 = 105
49 + 25 =",330,1158,103,3,2.519827993775719,3.064083435963596,2.0170333392987803,0.6020599913279624,79.0," 79 = 105
49 + 25 = 74
73 + 42 = 115
",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
76985778,120,+,15,135,"37 + 71 = 108
66 + 72 = 138
72 + 61 = 133
7 + 60 = 67
37 + 79 = 116
17 + 72 = 89
75 + 9 = 84
26 + 79 = 105
120 + 15 =",532,1810,116,2,2.7267272090265724,3.2579184503140586,2.0681858617461617,0.47712125471966244,79.0," 79 = 105
120 + 15 = 135
72 + 39 = 111
",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
109740622,-35,+,25,-10,"37 + 71 = 108
66 + 72 = 138
72 + 61 = 133
7 + 60 = 67
37 + 79 = 116
17 + 72 = 89
75 + 9 = 84
26 + 79 = 105
-35 + 25 =",25,1158,251,1,1.414973347970818,3.064083435963596,2.401400540781544,0.3010299956639812,105.0," 105
-35 + 25 = -10
-25 + -35",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
92637582,27,-,28,-1,"37 - 72 = -35
66 - 73 = -7
72 - 62 = 10
7 - 60 = -53
37 - 80 = -43
17 - 72 = -55
75 - 10 = 65
26 - 79 = -53
27 - 28 =",537,583,1105,2,2.7307822756663893,2.7664128471123997,3.0437551269686796,0.47712125471966244,28.0," 28 = 0
-1 - -1 =",False,8,EleutherAI/pythia-6.9b-deduped,0.0234
