op,a,b,x,y,answer,problem_size,freq,surprisal,target_logprob,avg_target_logprob,n_target_tokens,prediction,correct
+,1,41,1,41,42,42,0,0.185302734375,-0.185302734375,-0.185302734375,1,42,True
+,1,42,1,42,43,43,2,0.1527099609375,-0.1527099609375,-0.1527099609375,1,43,True
+,1,43,1,43,44,44,0,0.187744140625,-0.187744140625,-0.187744140625,1,44,True
+,1,44,1,44,45,45,2,0.491455078125,-0.491455078125,-0.491455078125,1,45,True
+,1,45,1,45,46,46,2,0.350341796875,-0.350341796875,-0.350341796875,1,46,True
+,1,46,1,46,47,47,0,0.71142578125,-0.71142578125,-0.71142578125,1,47,True
+,1,47,1,47,48,48,0,0.269287109375,-0.269287109375,-0.269287109375,1,48,True
+,1,48,1,48,49,49,4,0.06427001953125,-0.06427001953125,-0.06427001953125,1,49,True
+,1,49,1,49,50,50,5,0.1571044921875,-0.1571044921875,-0.1571044921875,1,50,True
+,1,50,1,50,51,51,4,0.26025390625,-0.26025390625,-0.26025390625,1,51,True
+,1,51,1,51,52,52,0,0.0885009765625,-0.0885009765625,-0.0885009765625,1,52,True
+,1,52,1,52,53,53,1,0.09136962890625,-0.09136962890625,-0.09136962890625,1,53,True
+,1,53,1,53,54,54,0,0.0855712890625,-0.0855712890625,-0.0855712890625,1,54,True
+,1,54,1,54,55,55,0,0.04962158203125,-0.04962158203125,-0.04962158203125,1,55,True
+,1,55,1,55,56,56,0,0.6044921875,-0.6044921875,-0.6044921875,1,56,True
+,1,56,1,56,57,57,1,0.143310546875,-0.143310546875,-0.143310546875,1,57,True
+,1,57,1,57,58,58,1,0.2486572265625,-0.2486572265625,-0.2486572265625,1,58,True
+,1,58,1,58,59,59,0,0.2032470703125,-0.2032470703125,-0.2032470703125,1,59,True
+,1,59,1,59,60,60,0,0.140869140625,-0.140869140625,-0.140869140625,1,60,True
+,1,60,1,60,61,61,1,0.037933349609375,-0.037933349609375,-0.037933349609375,1,61,True
+,1,61,1,61,62,62,2,0.09161376953125,-0.09161376953125,-0.09161376953125,1,62,True
+,1,62,1,62,63,63,0,0.05511474609375,-0.05511474609375,-0.05511474609375,1,63,True
+,1,63,1,63,64,64,2,0.0712890625,-0.0712890625,-0.0712890625,1,64,True
+,1,64,1,64,65,65,9,0.349853515625,-0.349853515625,-0.349853515625,1,65,True
+,1,65,1,65,66,66,0,0.08526611328125,-0.08526611328125,-0.08526611328125,1,66,True
+,1,66,1,66,67,67,0,0.04852294921875,-0.04852294921875,-0.04852294921875,1,67,True
+,1,67,1,67,68,68,2,0.13330078125,-0.13330078125,-0.13330078125,1,68,True
+,1,68,1,68,69,69,0,0.05377197265625,-0.05377197265625,-0.05377197265625,1,69,True
+,1,69,1,69,70,70,0,0.105712890625,-0.105712890625,-0.105712890625,1,70,True
+,1,70,1,70,71,71,1,0.08319091796875,-0.08319091796875,-0.08319091796875,1,71,True
+,1,71,1,71,72,72,0,0.231201171875,-0.231201171875,-0.231201171875,1,72,True
+,1,72,1,72,73,73,0,0.0943603515625,-0.0943603515625,-0.0943603515625,1,73,True
+,1,73,1,73,74,74,0,0.115478515625,-0.115478515625,-0.115478515625,1,74,True
+,1,74,1,74,75,75,0,0.07177734375,-0.07177734375,-0.07177734375,1,75,True
+,1,75,1,75,76,76,0,0.187255859375,-0.187255859375,-0.187255859375,1,76,True
+,1,76,1,76,77,77,1,0.0712890625,-0.0712890625,-0.0712890625,1,77,True
+,1,77,1,77,78,78,1,0.121337890625,-0.121337890625,-0.121337890625,1,78,True
+,1,78,1,78,79,79,0,0.0626220703125,-0.0626220703125,-0.0626220703125,1,79,True
+,1,79,1,79,80,80,0,0.1617431640625,-0.1617431640625,-0.1617431640625,1,80,True
+,1,80,1,80,81,81,1,0.06451416015625,-0.06451416015625,-0.06451416015625,1,81,True
+,1,81,1,81,82,82,2,0.1534423828125,-0.1534423828125,-0.1534423828125,1,82,True
+,1,82,1,82,83,83,0,0.1417236328125,-0.1417236328125,-0.1417236328125,1,83,True
+,1,83,1,83,84,84,0,0.1368408203125,-0.1368408203125,-0.1368408203125,1,84,True
+,1,84,1,84,85,85,0,0.1363525390625,-0.1363525390625,-0.1363525390625,1,85,True
+,1,85,1,85,86,86,0,0.1796875,-0.1796875,-0.1796875,1,86,True
+,1,86,1,86,87,87,0,0.1531982421875,-0.1531982421875,-0.1531982421875,1,87,True
+,1,87,1,87,88,88,0,0.226318359375,-0.226318359375,-0.226318359375,1,88,True
+,1,88,1,88,89,89,0,0.2493896484375,-0.2493896484375,-0.2493896484375,1,89,True
+,1,89,1,89,90,90,2,0.237060546875,-0.237060546875,-0.237060546875,1,90,True
+,1,90,1,90,91,91,1,0.247802734375,-0.247802734375,-0.247802734375,1,91,True
+,1,91,1,91,92,92,0,0.28271484375,-0.28271484375,-0.28271484375,1,92,True
+,1,92,1,92,93,93,0,0.314453125,-0.314453125,-0.314453125,1,93,True
+,1,93,1,93,94,94,0,0.1513671875,-0.1513671875,-0.1513671875,1,94,True
+,1,94,1,94,95,95,1,0.40234375,-0.40234375,-0.40234375,1,95,True
+,1,95,1,95,96,96,0,0.442626953125,-0.442626953125,-0.442626953125,1,96,True
+,1,96,1,96,97,97,0,0.1571044921875,-0.1571044921875,-0.1571044921875,1,97,True
+,1,97,1,97,98,98,0,0.27392578125,-0.27392578125,-0.27392578125,1,98,True
+,1,98,1,98,99,99,0,0.65478515625,-0.65478515625,-0.65478515625,1,99,True
+,1,99,1,99,100,100,14,0.480712890625,-0.480712890625,-0.480712890625,1,100,True
+,1,100,1,100,101,101,43,0.267578125,-0.267578125,-0.267578125,1,101,True
+,2,1,2,1,3,3,1962,0.14111328125,-0.14111328125,-0.14111328125,1,3,True
+,2,2,2,2,4,4,7099,0.1676025390625,-0.1676025390625,-0.1676025390625,1,4,True
+,2,3,2,3,5,5,1957,0.27197265625,-0.27197265625,-0.27197265625,1,5,True
+,2,4,2,4,6,6,530,0.2099609375,-0.2099609375,-0.2099609375,1,6,True
+,2,5,2,5,7,7,359,0.1279296875,-0.1279296875,-0.1279296875,1,7,True
+,2,6,2,6,8,8,227,0.038330078125,-0.038330078125,-0.038330078125,1,8,True
+,2,7,2,7,9,9,355,0.019134521484375,-0.019134521484375,-0.019134521484375,1,9,True
+,2,8,2,8,10,10,184,0.025665283203125,-0.025665283203125,-0.025665283203125,1,10,True
+,2,9,2,9,11,11,147,0.1824951171875,-0.1824951171875,-0.1824951171875,1,11,True
+,2,10,2,10,12,12,62,0.09454345703125,-0.09454345703125,-0.09454345703125,1,12,True
+,2,11,2,11,13,13,15,0.367919921875,-0.367919921875,-0.367919921875,1,13,True
+,2,12,2,12,14,14,33,0.219482421875,-0.219482421875,-0.219482421875,1,14,True
+,2,13,2,13,15,15,11,0.332763671875,-0.332763671875,-0.332763671875,1,15,True
+,2,14,2,14,16,16,16,0.1767578125,-0.1767578125,-0.1767578125,1,16,True
+,2,15,2,15,17,17,8,0.2744140625,-0.2744140625,-0.2744140625,1,17,True
+,2,16,2,16,18,18,19,0.12469482421875,-0.12469482421875,-0.12469482421875,1,18,True
+,2,17,2,17,19,19,7,0.495361328125,-0.495361328125,-0.495361328125,1,19,True
+,2,18,2,18,20,20,13,0.0648193359375,-0.0648193359375,-0.0648193359375,1,20,True
+,2,19,2,19,21,21,5,0.296875,-0.296875,-0.296875,1,21,True
+,2,20,2,20,22,22,10,0.1839599609375,-0.1839599609375,-0.1839599609375,1,22,True
+,2,21,2,21,23,23,5,0.17919921875,-0.17919921875,-0.17919921875,1,23,True
+,2,22,2,22,24,24,8,0.5556640625,-0.5556640625,-0.5556640625,1,24,True
+,2,23,2,23,25,25,4,0.83984375,-0.83984375,-0.83984375,1,25,True
+,2,24,2,24,26,26,4,0.1259765625,-0.1259765625,-0.1259765625,1,26,True
+,2,25,2,25,27,27,4,0.39794921875,-0.39794921875,-0.39794921875,1,27,True
+,2,26,2,26,28,28,2,1.0791015625,-1.0791015625,-1.0791015625,1,28,True
+,2,27,2,27,29,29,0,0.1324462890625,-0.1324462890625,-0.1324462890625,1,29,True
+,2,28,2,28,30,30,2,0.1414794921875,-0.1414794921875,-0.1414794921875,1,30,True
+,2,29,2,29,31,31,6,0.67919921875,-0.67919921875,-0.67919921875,1,31,True
+,2,30,2,30,32,32,8,0.1160888671875,-0.1160888671875,-0.1160888671875,1,32,True
+,2,31,2,31,33,33,4,0.31298828125,-0.31298828125,-0.31298828125,1,33,True
+,2,32,2,32,34,34,5,0.11041259765625,-0.11041259765625,-0.11041259765625,1,34,True
+,2,33,2,33,35,35,2,0.031707763671875,-0.031707763671875,-0.031707763671875,1,35,True
+,2,34,2,34,36,36,2,0.1962890625,-0.1962890625,-0.1962890625,1,36,True
+,2,35,2,35,37,37,2,0.16455078125,-0.16455078125,-0.16455078125,1,37,True
+,2,36,2,36,38,38,3,0.066650390625,-0.066650390625,-0.066650390625,1,38,True
+,2,37,2,37,39,39,1,0.2149658203125,-0.2149658203125,-0.2149658203125,1,39,True
+,2,38,2,38,40,40,0,0.463134765625,-0.463134765625,-0.463134765625,1,40,True
+,2,39,2,39,41,41,2,0.114013671875,-0.114013671875,-0.114013671875,1,41,True
+,2,40,2,40,42,42,0,0.10870361328125,-0.10870361328125,-0.10870361328125,1,42,True
+,2,41,2,41,43,43,2,0.75830078125,-0.75830078125,-0.75830078125,1,43,True
+,2,42,2,42,44,44,2,0.2015380859375,-0.2015380859375,-0.2015380859375,1,44,True
+,2,43,2,43,45,45,1,0.38525390625,-0.38525390625,-0.38525390625,1,45,True
+,2,44,2,44,46,46,1,1.072265625,-1.072265625,-1.072265625,1,46,True
+,2,45,2,45,47,47,1,0.82421875,-0.82421875,-0.82421875,1,47,True
+,2,46,2,46,48,48,1,0.59765625,-0.59765625,-0.59765625,1,48,True
+,2,47,2,47,49,49,1,0.955078125,-0.955078125,-0.955078125,1,59,False
+,2,48,2,48,50,50,3,0.11053466796875,-0.11053466796875,-0.11053466796875,1,50,True
+,2,49,2,49,51,51,3,0.4111328125,-0.4111328125,-0.4111328125,1,51,True
+,2,50,2,50,52,52,0,0.2177734375,-0.2177734375,-0.2177734375,1,52,True
+,2,51,2,51,53,53,0,0.104248046875,-0.104248046875,-0.104248046875,1,53,True
+,2,52,2,52,54,54,0,0.1700439453125,-0.1700439453125,-0.1700439453125,1,54,True
+,2,53,2,53,55,55,1,0.0509033203125,-0.0509033203125,-0.0509033203125,1,55,True
+,2,54,2,54,56,56,0,0.166748046875,-0.166748046875,-0.166748046875,1,56,True
+,2,55,2,55,57,57,2,0.2110595703125,-0.2110595703125,-0.2110595703125,1,57,True
+,2,56,2,56,58,58,1,0.312744140625,-0.312744140625,-0.312744140625,1,58,True
+,2,57,2,57,59,59,0,0.1591796875,-0.1591796875,-0.1591796875,1,59,True
+,2,58,2,58,60,60,0,0.047821044921875,-0.047821044921875,-0.047821044921875,1,60,True
+,2,59,2,59,61,61,0,0.1417236328125,-0.1417236328125,-0.1417236328125,1,61,True
+,2,60,2,60,62,62,0,0.03741455078125,-0.03741455078125,-0.03741455078125,1,62,True
+,2,61,2,61,63,63,0,0.0660400390625,-0.0660400390625,-0.0660400390625,1,63,True
+,2,62,2,62,64,64,0,0.0888671875,-0.0888671875,-0.0888671875,1,64,True
+,2,63,2,63,65,65,1,0.042205810546875,-0.042205810546875,-0.042205810546875,1,65,True
+,2,64,2,64,66,66,2,0.179931640625,-0.179931640625,-0.179931640625,1,66,True
+,2,65,2,65,67,67,1,0.314208984375,-0.314208984375,-0.314208984375,1,67,True
+,2,66,2,66,68,68,0,0.1640625,-0.1640625,-0.1640625,1,68,True
+,2,67,2,67,69,69,0,0.11090087890625,-0.11090087890625,-0.11090087890625,1,69,True
+,2,68,2,68,70,70,0,0.28173828125,-0.28173828125,-0.28173828125,1,70,True
+,2,69,2,69,71,71,0,0.32861328125,-0.32861328125,-0.32861328125,1,71,True
+,2,70,2,70,72,72,3,0.140625,-0.140625,-0.140625,1,72,True
+,2,71,2,71,73,73,0,0.59716796875,-0.59716796875,-0.59716796875,1,73,True
+,2,72,2,72,74,74,0,0.18310546875,-0.18310546875,-0.18310546875,1,74,True
+,2,73,2,73,75,75,0,0.1614990234375,-0.1614990234375,-0.1614990234375,1,75,True
+,2,74,2,74,76,76,0,0.544921875,-0.544921875,-0.544921875,1,76,True
+,2,75,2,75,77,77,0,0.292724609375,-0.292724609375,-0.292724609375,1,77,True
+,2,76,2,76,78,78,1,0.17333984375,-0.17333984375,-0.17333984375,1,78,True
+,2,77,2,77,79,79,0,0.3310546875,-0.3310546875,-0.3310546875,1,79,True
+,2,78,2,78,80,80,0,0.5830078125,-0.5830078125,-0.5830078125,1,80,True
+,2,79,2,79,81,81,1,0.75,-0.75,-0.75,1,81,True
+,2,80,2,80,82,82,0,0.36865234375,-0.36865234375,-0.36865234375,1,82,True
+,2,81,2,81,83,83,0,0.07086181640625,-0.07086181640625,-0.07086181640625,1,83,True
+,2,82,2,82,84,84,0,0.399169921875,-0.399169921875,-0.399169921875,1,84,True
+,2,83,2,83,85,85,0,0.287353515625,-0.287353515625,-0.287353515625,1,85,True
+,2,84,2,84,86,86,0,0.275634765625,-0.275634765625,-0.275634765625,1,86,True
+,2,85,2,85,87,87,0,0.50146484375,-0.50146484375,-0.50146484375,1,87,True
+,2,86,2,86,88,88,0,0.2509765625,-0.2509765625,-0.2509765625,1,88,True
+,2,87,2,87,89,89,0,0.213134765625,-0.213134765625,-0.213134765625,1,89,True
+,2,88,2,88,90,90,0,0.328857421875,-0.328857421875,-0.328857421875,1,90,True
+,2,89,2,89,91,91,2,0.82177734375,-0.82177734375,-0.82177734375,1,91,True
+,2,90,2,90,92,92,1,0.1763916015625,-0.1763916015625,-0.1763916015625,1,92,True
+,2,91,2,91,93,93,0,0.49951171875,-0.49951171875,-0.49951171875,1,93,True
+,2,92,2,92,94,94,0,0.8515625,-0.8515625,-0.8515625,1,94,True
+,2,93,2,93,95,95,0,0.38232421875,-0.38232421875,-0.38232421875,1,95,True
+,2,94,2,94,96,96,0,1.53125,-1.53125,-1.53125,1,96,True
+,2,95,2,95,97,97,0,0.56005859375,-0.56005859375,-0.56005859375,1,97,True
+,2,96,2,96,98,98,0,0.359130859375,-0.359130859375,-0.359130859375,1,98,True
+,2,97,2,97,99,99,0,0.6005859375,-0.6005859375,-0.6005859375,1,99,True
+,2,98,2,98,100,100,3,0.59814453125,-0.59814453125,-0.59814453125,1,100,True
+,2,99,2,99,101,101,25,0.6923828125,-0.6923828125,-0.6923828125,1,101,True
+,2,100,2,100,102,102,4,0.1484375,-0.1484375,-0.1484375,1,102,True
+,3,1,3,1,4,4,1120,0.043853759765625,-0.043853759765625,-0.043853759765625,1,4,True
+,3,2,3,2,5,5,1044,0.04681396484375,-0.04681396484375,-0.04681396484375,1,5,True
+,3,3,3,3,6,6,1502,0.2418212890625,-0.2418212890625,-0.2418212890625,1,6,True
+,3,4,3,4,7,7,1468,0.152587890625,-0.152587890625,-0.152587890625,1,7,True
+,3,5,3,5,8,8,534,0.077880859375,-0.077880859375,-0.077880859375,1,8,True
+,3,6,3,6,9,9,299,0.0284271240234375,-0.0284271240234375,-0.0284271240234375,1,9,True
+,3,7,3,7,10,10,256,0.07958984375,-0.07958984375,-0.07958984375,1,10,True
+,3,8,3,8,11,11,154,0.02105712890625,-0.02105712890625,-0.02105712890625,1,11,True
+,3,9,3,9,12,12,119,0.095703125,-0.095703125,-0.095703125,1,12,True
+,3,10,3,10,13,13,51,0.116943359375,-0.116943359375,-0.116943359375,1,13,True
+,3,11,3,11,14,14,28,0.37353515625,-0.37353515625,-0.37353515625,1,14,True
+,3,12,3,12,15,15,38,0.050445556640625,-0.050445556640625,-0.050445556640625,1,15,True
+,3,13,3,13,16,16,16,0.1829833984375,-0.1829833984375,-0.1829833984375,1,16,True
+,3,14,3,14,17,17,6,0.0305633544921875,-0.0305633544921875,-0.0305633544921875,1,17,True
+,3,15,3,15,18,18,15,0.09051513671875,-0.09051513671875,-0.09051513671875,1,18,True
+,3,16,3,16,19,19,9,0.0263519287109375,-0.0263519287109375,-0.0263519287109375,1,19,True
+,3,17,3,17,20,20,8,0.1282958984375,-0.1282958984375,-0.1282958984375,1,20,True
+,3,18,3,18,21,21,6,0.013946533203125,-0.013946533203125,-0.013946533203125,1,21,True
+,3,19,3,19,22,22,6,0.04095458984375,-0.04095458984375,-0.04095458984375,1,22,True
+,3,20,3,20,23,23,12,0.188232421875,-0.188232421875,-0.188232421875,1,23,True
+,3,21,3,21,24,24,7,0.1153564453125,-0.1153564453125,-0.1153564453125,1,24,True
+,3,22,3,22,25,25,6,0.9404296875,-0.9404296875,-0.9404296875,1,35,False
+,3,23,3,23,26,26,3,0.1939697265625,-0.1939697265625,-0.1939697265625,1,26,True
+,3,24,3,24,27,27,10,0.326171875,-0.326171875,-0.326171875,1,27,True
+,3,25,3,25,28,28,4,1.369140625,-1.369140625,-1.369140625,1,38,False
+,3,26,3,26,29,29,3,0.595703125,-0.595703125,-0.595703125,1,29,True
+,3,27,3,27,30,30,2,0.2484130859375,-0.2484130859375,-0.2484130859375,1,30,True
+,3,28,3,28,31,31,5,0.274169921875,-0.274169921875,-0.274169921875,1,31,True
+,3,29,3,29,32,32,1,0.521484375,-0.521484375,-0.521484375,1,32,True
+,3,30,3,30,33,33,2,0.15966796875,-0.15966796875,-0.15966796875,1,33,True
+,3,31,3,31,34,34,0,0.318359375,-0.318359375,-0.318359375,1,34,True
+,3,32,3,32,35,35,5,0.1048583984375,-0.1048583984375,-0.1048583984375,1,35,True
+,3,33,3,33,36,36,3,0.049591064453125,-0.049591064453125,-0.049591064453125,1,36,True
+,3,34,3,34,37,37,1,0.02032470703125,-0.02032470703125,-0.02032470703125,1,37,True
+,3,35,3,35,38,38,2,0.2548828125,-0.2548828125,-0.2548828125,1,38,True
+,3,36,3,36,39,39,2,0.10003662109375,-0.10003662109375,-0.10003662109375,1,39,True
+,3,37,3,37,40,40,2,0.5341796875,-0.5341796875,-0.5341796875,1,40,True
+,3,38,3,38,41,41,1,0.1575927734375,-0.1575927734375,-0.1575927734375,1,41,True
+,3,39,3,39,42,42,0,0.1973876953125,-0.1973876953125,-0.1973876953125,1,42,True
+,3,40,3,40,43,43,5,0.278564453125,-0.278564453125,-0.278564453125,1,43,True
+,3,41,3,41,44,44,0,0.5478515625,-0.5478515625,-0.5478515625,1,44,True
+,3,42,3,42,45,45,0,0.255126953125,-0.255126953125,-0.255126953125,1,45,True
+,3,43,3,43,46,46,0,0.46630859375,-0.46630859375,-0.46630859375,1,46,True
+,3,44,3,44,47,47,0,0.4873046875,-0.4873046875,-0.4873046875,1,47,True
+,3,45,3,45,48,48,1,0.234375,-0.234375,-0.234375,1,48,True
+,3,46,3,46,49,49,0,0.88623046875,-0.88623046875,-0.88623046875,1,49,True
+,3,47,3,47,50,50,0,0.76708984375,-0.76708984375,-0.76708984375,1,50,True
+,3,48,3,48,51,51,1,0.09002685546875,-0.09002685546875,-0.09002685546875,1,51,True
+,3,49,3,49,52,52,0,0.11181640625,-0.11181640625,-0.11181640625,1,52,True
+,3,50,3,50,53,53,1,0.3154296875,-0.3154296875,-0.3154296875,1,53,True
+,3,51,3,51,54,54,0,0.2335205078125,-0.2335205078125,-0.2335205078125,1,54,True
+,3,52,3,52,55,55,1,0.2491455078125,-0.2491455078125,-0.2491455078125,1,55,True
+,3,53,3,53,56,56,0,0.412109375,-0.412109375,-0.412109375,1,56,True
+,3,54,3,54,57,57,0,0.0219879150390625,-0.0219879150390625,-0.0219879150390625,1,57,True
+,3,55,3,55,58,58,0,0.23095703125,-0.23095703125,-0.23095703125,1,58,True
+,3,56,3,56,59,59,0,0.439697265625,-0.439697265625,-0.439697265625,1,59,True
+,3,57,3,57,60,60,0,0.042633056640625,-0.042633056640625,-0.042633056640625,1,60,True
+,3,58,3,58,61,61,0,0.08843994140625,-0.08843994140625,-0.08843994140625,1,61,True
+,3,59,3,59,62,62,0,0.2484130859375,-0.2484130859375,-0.2484130859375,1,62,True
+,3,60,3,60,63,63,0,0.0643310546875,-0.0643310546875,-0.0643310546875,1,63,True
+,3,61,3,61,64,64,0,0.277099609375,-0.277099609375,-0.277099609375,1,64,True
+,3,62,3,62,65,65,0,0.05828857421875,-0.05828857421875,-0.05828857421875,1,65,True
+,3,63,3,63,66,66,0,0.35888671875,-0.35888671875,-0.35888671875,1,66,True
+,3,64,3,64,67,67,0,0.71142578125,-0.71142578125,-0.71142578125,1,67,True
+,3,65,3,65,68,68,0,0.1656494140625,-0.1656494140625,-0.1656494140625,1,68,True
+,3,66,3,66,69,69,0,0.271240234375,-0.271240234375,-0.271240234375,1,69,True
+,3,67,3,67,70,70,0,0.5078125,-0.5078125,-0.5078125,1,70,True
+,3,68,3,68,71,71,0,0.69580078125,-0.69580078125,-0.69580078125,1,71,True
+,3,69,3,69,72,72,0,0.07763671875,-0.07763671875,-0.07763671875,1,72,True
+,3,70,3,70,73,73,0,0.1676025390625,-0.1676025390625,-0.1676025390625,1,73,True
+,3,71,3,71,74,74,0,0.27880859375,-0.27880859375,-0.27880859375,1,74,True
+,3,72,3,72,75,75,3,0.1065673828125,-0.1065673828125,-0.1065673828125,1,75,True
+,3,73,3,73,76,76,0,0.37060546875,-0.37060546875,-0.37060546875,1,76,True
+,3,74,3,74,77,77,1,0.232177734375,-0.232177734375,-0.232177734375,1,77,True
+,3,75,3,75,78,78,1,0.327392578125,-0.327392578125,-0.327392578125,1,78,True
+,3,76,3,76,79,79,0,1.6240234375,-1.6240234375,-1.6240234375,1,83,False
+,3,77,3,77,80,80,0,0.5556640625,-0.5556640625,-0.5556640625,1,80,True
+,3,78,3,78,81,81,0,0.354736328125,-0.354736328125,-0.354736328125,1,81,True
+,3,79,3,79,82,82,0,0.485595703125,-0.485595703125,-0.485595703125,1,82,True
+,3,80,3,80,83,83,1,0.1912841796875,-0.1912841796875,-0.1912841796875,1,83,True
+,3,81,3,81,84,84,0,0.08880615234375,-0.08880615234375,-0.08880615234375,1,84,True
+,3,82,3,82,85,85,0,0.272705078125,-0.272705078125,-0.272705078125,1,85,True
+,3,83,3,83,86,86,0,0.1268310546875,-0.1268310546875,-0.1268310546875,1,86,True
+,3,84,3,84,87,87,0,0.23828125,-0.23828125,-0.23828125,1,87,True
+,3,85,3,85,88,88,0,0.413818359375,-0.413818359375,-0.413818359375,1,88,True
+,3,86,3,86,89,89,0,0.157958984375,-0.157958984375,-0.157958984375,1,89,True
+,3,87,3,87,90,90,0,0.09637451171875,-0.09637451171875,-0.09637451171875,1,90,True
+,3,88,3,88,91,91,0,0.32861328125,-0.32861328125,-0.32861328125,1,91,True
+,3,89,3,89,92,92,0,0.10980224609375,-0.10980224609375,-0.10980224609375,1,92,True
+,3,90,3,90,93,93,0,0.1611328125,-0.1611328125,-0.1611328125,1,93,True
+,3,91,3,91,94,94,0,0.60498046875,-0.60498046875,-0.60498046875,1,94,True
+,3,92,3,92,95,95,0,0.381103515625,-0.381103515625,-0.381103515625,1,95,True
+,3,93,3,93,96,96,0,0.1922607421875,-0.1922607421875,-0.1922607421875,1,96,True
+,3,94,3,94,97,97,0,0.2958984375,-0.2958984375,-0.2958984375,1,97,True
+,3,95,3,95,98,98,0,0.65771484375,-0.65771484375,-0.65771484375,1,98,True
+,3,96,3,96,99,99,0,0.673828125,-0.673828125,-0.673828125,1,99,True
+,3,97,3,97,100,100,3,0.53759765625,-0.53759765625,-0.53759765625,1,100,True
+,3,98,3,98,101,101,20,0.564453125,-0.564453125,-0.564453125,1,101,True
+,3,99,3,99,102,102,0,0.1661376953125,-0.1661376953125,-0.1661376953125,1,102,True
+,3,100,3,100,103,103,0,0.11474609375,-0.11474609375,-0.11474609375,1,103,True
+,4,1,4,1,5,5,774,0.0216827392578125,-0.0216827392578125,-0.0216827392578125,1,5,True
+,4,2,4,2,6,6,452,0.0621337890625,-0.0621337890625,-0.0621337890625,1,6,True
