op,a,b,x,y,answer,problem_size,freq,surprisal,target_logprob,avg_target_logprob,n_target_tokens,prediction,correct
+,10,53,10,53,63,63,0,2.373046875,-2.373046875,-2.373046875,1,73,False
+,10,54,10,54,64,64,0,1.861328125,-1.861328125,-1.861328125,1,64,True
+,10,55,10,55,65,65,3,0.92333984375,-0.92333984375,-0.92333984375,1,65,True
+,10,56,10,56,66,66,0,1.55078125,-1.55078125,-1.55078125,1,66,True
+,10,57,10,57,67,67,0,2.15625,-2.15625,-2.15625,1,77,False
+,10,58,10,58,68,68,0,2.169921875,-2.169921875,-2.169921875,1,78,False
+,10,59,10,59,69,69,0,2.986328125,-2.986328125,-2.986328125,1,89,False
+,10,60,10,60,70,70,8,1.275390625,-1.275390625,-1.275390625,1,70,True
+,10,61,10,61,71,71,0,3.474609375,-3.474609375,-3.474609375,1,91,False
+,10,62,10,62,72,72,0,2.20703125,-2.20703125,-2.20703125,1,82,False
+,10,63,10,63,73,73,0,2.41015625,-2.41015625,-2.41015625,1,73,True
+,10,64,10,64,74,74,0,2.89453125,-2.89453125,-2.89453125,1,90,False
+,10,65,10,65,75,75,1,1.66015625,-1.66015625,-1.66015625,1,65,False
+,10,66,10,66,76,76,1,1.9013671875,-1.9013671875,-1.9013671875,1,66,False
+,10,67,10,67,77,77,0,1.919921875,-1.919921875,-1.919921875,1,77,True
+,10,68,10,68,78,78,0,2.05078125,-2.05078125,-2.05078125,1,68,False
+,10,69,10,69,79,79,0,2.818359375,-2.818359375,-2.818359375,1,89,False
+,10,70,10,70,80,80,4,1.837890625,-1.837890625,-1.837890625,1,70,False
+,10,71,10,71,81,81,0,1.9599609375,-1.9599609375,-1.9599609375,1,91,False
+,10,72,10,72,82,82,0,2.076171875,-2.076171875,-2.076171875,1,82,True
+,10,73,10,73,83,83,0,2.96875,-2.96875,-2.96875,1,73,False
+,10,74,10,74,84,84,0,3.607421875,-3.607421875,-3.607421875,1,94,False
+,10,75,10,75,85,85,2,2.380859375,-2.380859375,-2.380859375,1,95,False
+,10,76,10,76,86,86,0,2.126953125,-2.126953125,-2.126953125,1,76,False
+,10,77,10,77,87,87,0,4.26171875,-4.26171875,-4.26171875,1,77,False
+,10,78,10,78,88,88,0,3.02734375,-3.02734375,-3.02734375,1,78,False
+,10,79,10,79,89,89,0,4.5234375,-4.5234375,-4.5234375,1,179,False
+,10,80,10,80,90,90,7,2.02734375,-2.02734375,-2.02734375,1,80,False
+,10,81,10,81,91,91,0,4.46875,-4.46875,-4.46875,1,161,False
+,10,82,10,82,92,92,0,3.1328125,-3.1328125,-3.1328125,1,82,False
+,10,83,10,83,93,93,0,4.37109375,-4.37109375,-4.37109375,1,163,False
+,10,84,10,84,94,94,1,3.30078125,-3.30078125,-3.30078125,1,154,False
+,10,85,10,85,95,95,0,3.02734375,-3.02734375,-3.02734375,1,85,False
+,10,86,10,86,96,96,0,4.5625,-4.5625,-4.5625,1,86,False
+,10,87,10,87,97,97,0,3.38671875,-3.38671875,-3.38671875,1,127,False
+,10,88,10,88,98,98,0,3.26171875,-3.26171875,-3.26171875,1,118,False
+,10,89,10,89,99,99,0,4.1171875,-4.1171875,-4.1171875,1,179,False
+,10,90,10,90,100,100,2,3.1953125,-3.1953125,-3.1953125,1,180,False
+,10,91,10,91,101,101,0,3.59375,-3.59375,-3.59375,1,91,False
+,10,92,10,92,102,102,0,3.484375,-3.484375,-3.484375,1,122,False
+,10,93,10,93,103,103,2,3.466796875,-3.466796875,-3.466796875,1,93,False
+,10,94,10,94,104,104,0,3.60546875,-3.60546875,-3.60546875,1,94,False
+,10,95,10,95,105,105,1,3.53125,-3.53125,-3.53125,1,95,False
+,10,96,10,96,106,106,0,3.27734375,-3.27734375,-3.27734375,1,96,False
+,10,97,10,97,107,107,0,4.25390625,-4.25390625,-4.25390625,1,97,False
+,10,98,10,98,108,108,0,3.869140625,-3.869140625,-3.869140625,1,98,False
+,10,99,10,99,109,109,0,4.0703125,-4.0703125,-4.0703125,1,99,False
+,11,10,11,10,21,21,22,0.9208984375,-0.9208984375,-0.9208984375,1,21,True
+,11,11,11,11,22,22,32,0.2059326171875,-0.2059326171875,-0.2059326171875,1,22,True
+,11,12,11,12,23,23,20,1.19140625,-1.19140625,-1.19140625,1,23,True
+,11,13,11,13,24,24,17,2.9140625,-2.9140625,-2.9140625,1,26,False
+,11,14,11,14,25,25,9,1.6376953125,-1.6376953125,-1.6376953125,1,25,True
+,11,15,11,15,26,26,12,1.171875,-1.171875,-1.171875,1,26,True
+,11,16,11,16,27,27,12,2.46484375,-2.46484375,-2.46484375,1,25,False
+,11,17,11,17,28,28,7,2.046875,-2.046875,-2.046875,1,26,False
+,11,18,11,18,29,29,5,2.021484375,-2.021484375,-2.021484375,1,29,True
+,11,19,11,19,30,30,3,2.984375,-2.984375,-2.984375,1,38,False
+,11,20,11,20,31,31,4,1.134765625,-1.134765625,-1.134765625,1,31,True
+,11,21,11,21,32,32,4,1.3603515625,-1.3603515625,-1.3603515625,1,32,True
+,11,22,11,22,33,33,17,0.5869140625,-0.5869140625,-0.5869140625,1,33,True
+,11,23,11,23,34,34,0,1.2041015625,-1.2041015625,-1.2041015625,1,34,True
+,11,24,11,24,35,35,1,1.576171875,-1.576171875,-1.576171875,1,35,True
+,11,25,11,25,36,36,0,1.076171875,-1.076171875,-1.076171875,1,36,True
+,11,26,11,26,37,37,0,1.611328125,-1.611328125,-1.611328125,1,37,True
+,11,27,11,27,38,38,0,1.4736328125,-1.4736328125,-1.4736328125,1,38,True
+,11,28,11,28,39,39,1,2.0625,-2.0625,-2.0625,1,37,False
+,11,29,11,29,40,40,1,1.7333984375,-1.7333984375,-1.7333984375,1,40,True
+,11,30,11,30,41,41,2,0.85546875,-0.85546875,-0.85546875,1,41,True
+,11,31,11,31,42,42,1,2.0078125,-2.0078125,-2.0078125,1,40,False
+,11,32,11,32,43,43,1,1.6474609375,-1.6474609375,-1.6474609375,1,43,True
+,11,33,11,33,44,44,0,1.755859375,-1.755859375,-1.755859375,1,44,True
+,11,34,11,34,45,45,1,2.04296875,-2.04296875,-2.04296875,1,45,True
+,11,35,11,35,46,46,1,1.1123046875,-1.1123046875,-1.1123046875,1,46,True
+,11,36,11,36,47,47,1,1.736328125,-1.736328125,-1.736328125,1,47,True
+,11,37,11,37,48,48,0,2.609375,-2.609375,-2.609375,1,46,False
+,11,38,11,38,49,49,1,2.03125,-2.03125,-2.03125,1,49,True
+,11,39,11,39,50,50,2,1.7119140625,-1.7119140625,-1.7119140625,1,50,True
+,11,40,11,40,51,51,1,0.68798828125,-0.68798828125,-0.68798828125,1,51,True
+,11,41,11,41,52,52,1,1.5986328125,-1.5986328125,-1.5986328125,1,52,True
+,11,42,11,42,53,53,1,1.5654296875,-1.5654296875,-1.5654296875,1,55,False
+,11,43,11,43,54,54,0,2.435546875,-2.435546875,-2.435546875,1,56,False
+,11,44,11,44,55,55,0,1.248046875,-1.248046875,-1.248046875,1,55,True
+,11,45,11,45,56,56,2,0.83056640625,-0.83056640625,-0.83056640625,1,56,True
+,11,46,11,46,57,57,0,1.9013671875,-1.9013671875,-1.9013671875,1,55,False
+,11,47,11,47,58,58,0,2.099609375,-2.099609375,-2.099609375,1,56,False
+,11,48,11,48,59,59,1,2.494140625,-2.494140625,-2.494140625,1,55,False
+,11,49,11,49,60,60,0,2.70703125,-2.70703125,-2.70703125,1,56,False
+,11,50,11,50,61,61,1,1.357421875,-1.357421875,-1.357421875,1,61,True
+,11,51,11,51,62,62,0,1.990234375,-1.990234375,-1.990234375,1,62,True
+,11,52,11,52,63,63,0,1.9580078125,-1.9580078125,-1.9580078125,1,61,False
+,11,53,11,53,64,64,0,2.06640625,-2.06640625,-2.06640625,1,66,False
+,11,54,11,54,65,65,1,1.8857421875,-1.8857421875,-1.8857421875,1,65,True
+,11,55,11,55,66,66,1,0.83056640625,-0.83056640625,-0.83056640625,1,66,True
+,11,56,11,56,67,67,0,2.416015625,-2.416015625,-2.416015625,1,65,False
+,11,57,11,57,68,68,1,2.32421875,-2.32421875,-2.32421875,1,66,False
+,11,58,11,58,69,69,0,2.751953125,-2.751953125,-2.751953125,1,65,False
+,11,59,11,59,70,70,1,3.041015625,-3.041015625,-3.041015625,1,74,False
+,11,60,11,60,71,71,1,1.8359375,-1.8359375,-1.8359375,1,61,False
+,11,61,11,61,72,72,1,4.19921875,-4.19921875,-4.19921875,1,91,False
+,11,62,11,62,73,73,0,3.033203125,-3.033203125,-3.033203125,1,81,False
+,11,63,11,63,74,74,1,2.923828125,-2.923828125,-2.923828125,1,88,False
+,11,64,11,64,75,75,0,2.869140625,-2.869140625,-2.869140625,1,81,False
+,11,65,11,65,76,76,3,1.20703125,-1.20703125,-1.20703125,1,76,True
+,11,66,11,66,77,77,0,0.93994140625,-0.93994140625,-0.93994140625,1,77,True
+,11,67,11,67,78,78,1,2.966796875,-2.966796875,-2.966796875,1,76,False
+,11,68,11,68,79,79,0,2.248046875,-2.248046875,-2.248046875,1,77,False
+,11,69,11,69,80,80,0,2.509765625,-2.509765625,-2.509765625,1,88,False
+,11,70,11,70,81,81,0,1.1748046875,-1.1748046875,-1.1748046875,1,81,True
+,11,71,11,71,82,82,0,3.166015625,-3.166015625,-3.166015625,1,92,False
+,11,72,11,72,83,83,0,3.267578125,-3.267578125,-3.267578125,1,121,False
+,11,73,11,73,84,84,0,3.455078125,-3.455078125,-3.455078125,1,86,False
+,11,74,11,74,85,85,0,2.984375,-2.984375,-2.984375,1,81,False
+,11,75,11,75,86,86,0,1.9619140625,-1.9619140625,-1.9619140625,1,76,False
+,11,76,11,76,87,87,0,4.0,-4.0,-4.0,1,77,False
+,11,77,11,77,88,88,0,2.435546875,-2.435546875,-2.435546875,1,76,False
+,11,78,11,78,89,89,0,3.86328125,-3.86328125,-3.86328125,1,95,False
+,11,79,11,79,90,90,0,3.931640625,-3.931640625,-3.931640625,1,158,False
+,11,80,11,80,91,91,1,3.158203125,-3.158203125,-3.158203125,1,81,False
+,11,81,11,81,92,92,0,3.732421875,-3.732421875,-3.732421875,1,166,False
+,11,82,11,82,93,93,0,3.75390625,-3.75390625,-3.75390625,1,81,False
+,11,83,11,83,94,94,0,3.83984375,-3.83984375,-3.83984375,1,92,False
+,11,84,11,84,95,95,0,3.005859375,-3.005859375,-3.005859375,1,85,False
+,11,85,11,85,96,96,0,3.658203125,-3.658203125,-3.658203125,1,86,False
+,11,86,11,86,97,97,0,4.83984375,-4.83984375,-4.83984375,1,121,False
+,11,87,11,87,98,98,0,4.4765625,-4.4765625,-4.4765625,1,86,False
+,11,88,11,88,99,99,0,2.908203125,-2.908203125,-2.908203125,1,121,False
+,11,89,11,89,100,100,2,3.826171875,-3.826171875,-3.826171875,1,176,False
+,11,90,11,90,101,101,1,3.9140625,-3.9140625,-3.9140625,1,181,False
+,11,91,11,91,102,102,0,4.83203125,-4.83203125,-4.83203125,1,121,False
+,11,92,11,92,103,103,0,4.63671875,-4.63671875,-4.63671875,1,121,False
+,11,93,11,93,104,104,0,4.23046875,-4.23046875,-4.23046875,1,122,False
+,11,94,11,94,105,105,0,4.82421875,-4.82421875,-4.82421875,1,123,False
+,11,95,11,95,106,106,0,3.908203125,-3.908203125,-3.908203125,1,126,False
+,11,96,11,96,107,107,0,5.31640625,-5.31640625,-5.31640625,1,121,False
+,11,97,11,97,108,108,0,4.81640625,-4.81640625,-4.81640625,1,116,False
+,11,98,11,98,109,109,0,5.40625,-5.40625,-5.40625,1,121,False
+,11,99,11,99,110,110,1,2.9375,-2.9375,-2.9375,1,121,False
+,12,10,12,10,22,22,29,0.177978515625,-0.177978515625,-0.177978515625,1,22,True
+,12,11,12,11,23,23,13,1.373046875,-1.373046875,-1.373046875,1,22,False
+,12,12,12,12,24,24,83,0.483642578125,-0.483642578125,-0.483642578125,1,24,True
+,12,13,12,13,25,25,17,1.009765625,-1.009765625,-1.009765625,1,25,True
+,12,14,12,14,26,26,24,0.76123046875,-0.76123046875,-0.76123046875,1,26,True
+,12,15,12,15,27,27,39,1.087890625,-1.087890625,-1.087890625,1,27,True
+,12,16,12,16,28,28,22,1.001953125,-1.001953125,-1.001953125,1,28,True
+,12,17,12,17,29,29,11,1.552734375,-1.552734375,-1.552734375,1,29,True
+,12,18,12,18,30,30,15,0.47705078125,-0.47705078125,-0.47705078125,1,30,True
+,12,19,12,19,31,31,5,1.7353515625,-1.7353515625,-1.7353515625,1,29,False
+,12,20,12,20,32,32,16,0.91162109375,-0.91162109375,-0.91162109375,1,32,True
+,12,21,12,21,33,33,13,0.5322265625,-0.5322265625,-0.5322265625,1,33,True
+,12,22,12,22,34,34,14,0.64208984375,-0.64208984375,-0.64208984375,1,34,True
+,12,23,12,23,35,35,1,1.4375,-1.4375,-1.4375,1,35,True
+,12,24,12,24,36,36,13,0.685546875,-0.685546875,-0.685546875,1,36,True
+,12,25,12,25,37,37,2,0.67529296875,-0.67529296875,-0.67529296875,1,37,True
+,12,26,12,26,38,38,4,0.75927734375,-0.75927734375,-0.75927734375,1,38,True
+,12,27,12,27,39,39,4,1.392578125,-1.392578125,-1.392578125,1,39,True
+,12,28,12,28,40,40,2,0.751953125,-0.751953125,-0.751953125,1,40,True
+,12,29,12,29,41,41,2,1.3544921875,-1.3544921875,-1.3544921875,1,43,False
+,12,30,12,30,42,42,6,0.2578125,-0.2578125,-0.2578125,1,42,True
+,12,31,12,31,43,43,4,0.88525390625,-0.88525390625,-0.88525390625,1,43,True
+,12,32,12,32,44,44,4,1.1728515625,-1.1728515625,-1.1728515625,1,44,True
+,12,33,12,33,45,45,3,1.5361328125,-1.5361328125,-1.5361328125,1,45,True
+,12,34,12,34,46,46,13,0.81982421875,-0.81982421875,-0.81982421875,1,46,True
+,12,35,12,35,47,47,2,0.85595703125,-0.85595703125,-0.85595703125,1,47,True
+,12,36,12,36,48,48,8,0.599609375,-0.599609375,-0.599609375,1,48,True
+,12,37,12,37,49,49,1,1.31640625,-1.31640625,-1.31640625,1,49,True
+,12,38,12,38,50,50,1,0.87255859375,-0.87255859375,-0.87255859375,1,50,True
+,12,39,12,39,51,51,1,1.25,-1.25,-1.25,1,57,False
+,12,40,12,40,52,52,2,0.2880859375,-0.2880859375,-0.2880859375,1,52,True
+,12,41,12,41,53,53,0,0.78369140625,-0.78369140625,-0.78369140625,1,53,True
+,12,42,12,42,54,54,0,0.79296875,-0.79296875,-0.79296875,1,54,True
+,12,43,12,43,55,55,1,1.35546875,-1.35546875,-1.35546875,1,55,True
+,12,44,12,44,56,56,0,1.1982421875,-1.1982421875,-1.1982421875,1,56,True
+,12,45,12,45,57,57,1,0.697265625,-0.697265625,-0.697265625,1,57,True
+,12,46,12,46,58,58,0,1.00390625,-1.00390625,-1.00390625,1,58,True
+,12,47,12,47,59,59,1,1.6953125,-1.6953125,-1.6953125,1,61,False
+,12,48,12,48,60,60,8,0.5634765625,-0.5634765625,-0.5634765625,1,60,True
+,12,49,12,49,61,61,1,1.90625,-1.90625,-1.90625,1,65,False
+,12,50,12,50,62,62,4,0.72802734375,-0.72802734375,-0.72802734375,1,62,True
+,12,51,12,51,63,63,0,1.720703125,-1.720703125,-1.720703125,1,63,True
+,12,52,12,52,64,64,0,1.6494140625,-1.6494140625,-1.6494140625,1,64,True
+,12,53,12,53,65,65,0,2.107421875,-2.107421875,-2.107421875,1,67,False
+,12,54,12,54,66,66,0,0.9453125,-0.9453125,-0.9453125,1,66,True
+,12,55,12,55,67,67,0,1.607421875,-1.607421875,-1.607421875,1,77,False
+,12,56,12,56,68,68,0,0.80029296875,-0.80029296875,-0.80029296875,1,68,True
+,12,57,12,57,69,69,0,1.6474609375,-1.6474609375,-1.6474609375,1,69,True
+,12,58,12,58,70,70,0,2.0703125,-2.0703125,-2.0703125,1,74,False
+,12,59,12,59,71,71,0,4.17578125,-4.17578125,-4.17578125,1,77,False
+,12,60,12,60,72,72,2,0.998046875,-0.998046875,-0.998046875,1,72,True
+,12,61,12,61,73,73,0,3.962890625,-3.962890625,-3.962890625,1,92,False
+,12,62,12,62,74,74,0,1.6640625,-1.6640625,-1.6640625,1,74,True
+,12,63,12,63,75,75,0,2.322265625,-2.322265625,-2.322265625,1,87,False
+,12,64,12,64,76,76,5,2.466796875,-2.466796875,-2.466796875,1,88,False
+,12,65,12,65,77,77,2,0.61962890625,-0.61962890625,-0.61962890625,1,77,True
+,12,66,12,66,78,78,0,0.87841796875,-0.87841796875,-0.87841796875,1,78,True
+,12,67,12,67,79,79,1,2.5,-2.5,-2.5,1,77,False
+,12,68,12,68,80,80,0,1.8212890625,-1.8212890625,-1.8212890625,1,76,False
+,12,69,12,69,81,81,1,2.50390625,-2.50390625,-2.50390625,1,93,False
+,12,70,12,70,82,82,0,1.201171875,-1.201171875,-1.201171875,1,82,True
+,12,71,12,71,83,83,0,2.501953125,-2.501953125,-2.501953125,1,77,False
+,12,72,12,72,84,84,1,1.650390625,-1.650390625,-1.650390625,1,84,True
+,12,73,12,73,85,85,0,2.859375,-2.859375,-2.859375,1,77,False
+,12,74,12,74,86,86,0,2.15625,-2.15625,-2.15625,1,82,False
+,12,75,12,75,87,87,0,2.283203125,-2.283203125,-2.283203125,1,93,False
+,12,76,12,76,88,88,0,1.375,-1.375,-1.375,1,92,False
+,12,77,12,77,89,89,0,2.974609375,-2.974609375,-2.974609375,1,77,False
+,12,78,12,78,90,90,0,1.982421875,-1.982421875,-1.982421875,1,78,False
+,12,79,12,79,91,91,0,4.1875,-4.1875,-4.1875,1,157,False
+,12,80,12,80,92,92,2,1.2705078125,-1.2705078125,-1.2705078125,1,92,True
+,12,81,12,81,93,93,0,2.193359375,-2.193359375,-2.193359375,1,81,False
+,12,82,12,82,94,94,0,4.28515625,-4.28515625,-4.28515625,1,82,False
+,12,83,12,83,95,95,0,3.75390625,-3.75390625,-3.75390625,1,163,False
+,12,84,12,84,96,96,0,3.1015625,-3.1015625,-3.1015625,1,84,False
+,12,85,12,85,97,97,1,3.291015625,-3.291015625,-3.291015625,1,173,False
+,12,86,12,86,98,98,0,4.53515625,-4.53515625,-4.53515625,1,86,False
+,12,87,12,87,99,99,0,3.955078125,-3.955078125,-3.955078125,1,93,False
+,12,88,12,88,100,100,0,3.3984375,-3.3984375,-3.3984375,1,124,False
+,12,89,12,89,101,101,0,4.68359375,-4.68359375,-4.68359375,1,173,False
+,12,90,12,90,102,102,0,4.35546875,-4.35546875,-4.35546875,1,162,False
+,12,91,12,91,103,103,0,6.61328125,-6.61328125,-6.61328125,1,182,False
+,12,92,12,92,104,104,0,5.04296875,-5.04296875,-5.04296875,1,92,False
+,12,93,12,93,105,105,0,5.02734375,-5.02734375,-5.02734375,1,123,False
+,12,94,12,94,106,106,0,4.40625,-4.40625,-4.40625,1,122,False
+,12,95,12,95,107,107,0,4.6796875,-4.6796875,-4.6796875,1,127,False
+,12,96,12,96,108,108,3,4.26171875,-4.26171875,-4.26171875,1,144,False
+,12,97,12,97,109,109,0,4.53125,-4.53125,-4.53125,1,121,False
+,12,98,12,98,110,110,4,5.5859375,-5.5859375,-5.5859375,1,122,False
+,12,99,12,99,111,111,3,5.5,-5.5,-5.5,1,121,False
+,13,10,13,10,23,23,14,0.485107421875,-0.485107421875,-0.485107421875,1,23,True
+,13,11,13,11,24,24,15,1.521484375,-1.521484375,-1.521484375,1,24,True
+,13,12,13,12,25,25,10,0.81103515625,-0.81103515625,-0.81103515625,1,25,True
+,13,13,13,13,26,26,24,0.103515625,-0.103515625,-0.103515625,1,26,True
+,13,14,13,14,27,27,9,1.58984375,-1.58984375,-1.58984375,1,27,True
+,13,15,13,15,28,28,18,1.69140625,-1.69140625,-1.69140625,1,32,False
+,13,16,13,16,29,29,7,1.75,-1.75,-1.75,1,29,True
+,13,17,13,17,30,30,0,2.384765625,-2.384765625,-2.384765625,1,32,False
+,13,18,13,18,31,31,10,1.6025390625,-1.6025390625,-1.6025390625,1,31,True
+,13,19,13,19,32,32,3,1.8642578125,-1.8642578125,-1.8642578125,1,32,True
+,13,20,13,20,33,33,5,0.67236328125,-0.67236328125,-0.67236328125,1,33,True
+,13,21,13,21,34,34,23,1.29296875,-1.29296875,-1.29296875,1,34,True
+,13,22,13,22,35,35,4,1.8203125,-1.8203125,-1.8203125,1,33,False
+,13,23,13,23,36,36,7,3.029296875,-3.029296875,-3.029296875,1,38,False
+,13,24,13,24,37,37,2,1.4775390625,-1.4775390625,-1.4775390625,1,37,True
+,13,25,13,25,38,38,4,1.2861328125,-1.2861328125,-1.2861328125,1,38,True
+,13,26,13,26,39,39,1,1.701171875,-1.701171875,-1.701171875,1,39,True
+,13,27,13,27,40,40,0,1.8486328125,-1.8486328125,-1.8486328125,1,46,False
+,13,28,13,28,41,41,4,1.6162109375,-1.6162109375,-1.6162109375,1,41,True
+,13,29,13,29,42,42,4,2.15625,-2.15625,-2.15625,1,44,False
+,13,30,13,30,43,43,3,1.146484375,-1.146484375,-1.146484375,1,43,True
+,13,31,13,31,44,44,4,1.8427734375,-1.8427734375,-1.8427734375,1,46,False
+,13,32,13,32,45,45,1,2.08984375,-2.08984375,-2.08984375,1,47,False
+,13,33,13,33,46,46,1,2.20703125,-2.20703125,-2.20703125,1,50,False
+,13,34,13,34,47,47,0,2.236328125,-2.236328125,-2.236328125,1,53,False
+,13,35,13,35,48,48,0,1.8837890625,-1.8837890625,-1.8837890625,1,52,False
+,13,36,13,36,49,49,3,2.189453125,-2.189453125,-2.189453125,1,53,False
+,13,37,13,37,50,50,0,1.7353515625,-1.7353515625,-1.7353515625,1,50,True
+,13,38,13,38,51,51,1,2.2890625,-2.2890625,-2.2890625,1,55,False
+,13,39,13,39,52,52,0,1.8984375,-1.8984375,-1.8984375,1,56,False
+,13,40,13,40,53,53,0,1.25,-1.25,-1.25,1,53,True
+,13,41,13,41,54,54,0,1.970703125,-1.970703125,-1.970703125,1,54,True
+,13,42,13,42,55,55,0,1.287109375,-1.287109375,-1.287109375,1,55,True
+,13,43,13,43,56,56,0,1.8779296875,-1.8779296875,-1.8779296875,1,56,True
+,13,44,13,44,57,57,0,1.5068359375,-1.5068359375,-1.5068359375,1,57,True
+,13,45,13,45,58,58,2,1.14453125,-1.14453125,-1.14453125,1,58,True
+,13,46,13,46,59,59,0,2.93359375,-2.93359375,-2.93359375,1,57,False
+,13,47,13,47,60,60,0,2.64453125,-2.64453125,-2.64453125,1,66,False
+,13,48,13,48,61,61,1,1.7822265625,-1.7822265625,-1.7822265625,1,65,False
+,13,49,13,49,62,62,1,2.462890625,-2.462890625,-2.462890625,1,66,False
+,13,50,13,50,63,63,1,3.224609375,-3.224609375,-3.224609375,1,73,False
+,13,51,13,51,64,64,1,2.525390625,-2.525390625,-2.525390625,1,68,False
+,13,52,13,52,65,65,0,2.04296875,-2.04296875,-2.04296875,1,65,True
+,13,53,13,53,66,66,2,2.455078125,-2.455078125,-2.455078125,1,68,False
+,13,54,13,54,67,67,1,2.453125,-2.453125,-2.453125,1,77,False
+,13,55,13,55,68,68,1,1.984375,-1.984375,-1.984375,1,78,False
+,13,56,13,56,69,69,2,1.9873046875,-1.9873046875,-1.9873046875,1,69,True
+,13,57,13,57,70,70,1,2.564453125,-2.564453125,-2.564453125,1,76,False
+,13,58,13,58,71,71,0,2.94140625,-2.94140625,-2.94140625,1,77,False
+,13,59,13,59,72,72,0,4.109375,-4.109375,-4.109375,1,82,False
+,13,60,13,60,73,73,1,2.361328125,-2.361328125,-2.361328125,1,77,False
+,13,61,13,61,74,74,0,4.37890625,-4.37890625,-4.37890625,1,88,False
+,13,62,13,62,75,75,0,3.15625,-3.15625,-3.15625,1,81,False
+,13,63,13,63,76,76,0,2.98828125,-2.98828125,-2.98828125,1,88,False
+,13,64,13,64,77,77,0,2.328125,-2.328125,-2.328125,1,97,False
+,13,65,13,65,78,78,1,1.119140625,-1.119140625,-1.119140625,1,78,True
+,13,66,13,66,79,79,0,3.09375,-3.09375,-3.09375,1,83,False
