op,a,b,x,y,answer,problem_size,freq,surprisal,target_logprob,avg_target_logprob,n_target_tokens,prediction,correct
+,10,31,10,31,41,41,1,0.01361846923828125,-0.01361846923828125,-0.01361846923828125,1,41,True
+,10,32,10,32,42,42,3,0.0506591796875,-0.0506591796875,-0.0506591796875,1,42,True
+,10,33,10,33,43,43,1,0.030975341796875,-0.030975341796875,-0.030975341796875,1,43,True
+,10,34,10,34,44,44,1,0.045684814453125,-0.045684814453125,-0.045684814453125,1,44,True
+,10,35,10,35,45,45,2,0.0176544189453125,-0.0176544189453125,-0.0176544189453125,1,45,True
+,10,36,10,36,46,46,4,0.00878143310546875,-0.00878143310546875,-0.00878143310546875,1,46,True
+,10,37,10,37,47,47,0,0.01739501953125,-0.01739501953125,-0.01739501953125,1,47,True
+,10,38,10,38,48,48,2,0.0833740234375,-0.0833740234375,-0.0833740234375,1,48,True
+,10,39,10,39,49,49,0,0.01507568359375,-0.01507568359375,-0.01507568359375,1,49,True
+,10,40,10,40,50,50,10,0.037139892578125,-0.037139892578125,-0.037139892578125,1,50,True
+,10,41,10,41,51,51,0,0.0235595703125,-0.0235595703125,-0.0235595703125,1,51,True
+,10,42,10,42,52,52,0,0.2291259765625,-0.2291259765625,-0.2291259765625,1,52,True
+,10,43,10,43,53,53,0,0.12347412109375,-0.12347412109375,-0.12347412109375,1,53,True
+,10,44,10,44,54,54,0,0.12890625,-0.12890625,-0.12890625,1,54,True
+,10,45,10,45,55,55,10,0.089599609375,-0.089599609375,-0.089599609375,1,55,True
+,10,46,10,46,56,56,0,0.157958984375,-0.157958984375,-0.157958984375,1,56,True
+,10,47,10,47,57,57,0,0.153564453125,-0.153564453125,-0.153564453125,1,57,True
+,10,48,10,48,58,58,1,0.089599609375,-0.089599609375,-0.089599609375,1,58,True
+,10,49,10,49,59,59,1,0.059722900390625,-0.059722900390625,-0.059722900390625,1,59,True
+,10,50,10,50,60,60,13,0.08636474609375,-0.08636474609375,-0.08636474609375,1,60,True
+,10,51,10,51,61,61,0,0.06732177734375,-0.06732177734375,-0.06732177734375,1,61,True
+,10,52,10,52,62,62,0,0.139892578125,-0.139892578125,-0.139892578125,1,62,True
+,10,53,10,53,63,63,0,0.022308349609375,-0.022308349609375,-0.022308349609375,1,63,True
+,10,54,10,54,64,64,0,0.065185546875,-0.065185546875,-0.065185546875,1,64,True
+,10,55,10,55,65,65,3,0.027191162109375,-0.027191162109375,-0.027191162109375,1,65,True
+,10,56,10,56,66,66,0,0.01800537109375,-0.01800537109375,-0.01800537109375,1,66,True
+,10,57,10,57,67,67,0,0.06744384765625,-0.06744384765625,-0.06744384765625,1,67,True
+,10,58,10,58,68,68,0,0.330810546875,-0.330810546875,-0.330810546875,1,68,True
+,10,59,10,59,69,69,0,0.03851318359375,-0.03851318359375,-0.03851318359375,1,69,True
+,10,60,10,60,70,70,8,0.0160675048828125,-0.0160675048828125,-0.0160675048828125,1,70,True
+,10,61,10,61,71,71,0,0.068115234375,-0.068115234375,-0.068115234375,1,71,True
+,10,62,10,62,72,72,0,0.043426513671875,-0.043426513671875,-0.043426513671875,1,72,True
+,10,63,10,63,73,73,0,0.07037353515625,-0.07037353515625,-0.07037353515625,1,73,True
+,10,64,10,64,74,74,0,0.05029296875,-0.05029296875,-0.05029296875,1,74,True
+,10,65,10,65,75,75,1,0.0063934326171875,-0.0063934326171875,-0.0063934326171875,1,75,True
+,10,66,10,66,76,76,1,0.0166168212890625,-0.0166168212890625,-0.0166168212890625,1,76,True
+,10,67,10,67,77,77,0,0.020050048828125,-0.020050048828125,-0.020050048828125,1,77,True
+,10,68,10,68,78,78,0,0.016571044921875,-0.016571044921875,-0.016571044921875,1,78,True
+,10,69,10,69,79,79,0,0.1475830078125,-0.1475830078125,-0.1475830078125,1,79,True
+,10,70,10,70,80,80,4,0.0816650390625,-0.0816650390625,-0.0816650390625,1,80,True
+,10,71,10,71,81,81,0,0.00853729248046875,-0.00853729248046875,-0.00853729248046875,1,81,True
+,10,72,10,72,82,82,0,0.057037353515625,-0.057037353515625,-0.057037353515625,1,82,True
+,10,73,10,73,83,83,0,0.059661865234375,-0.059661865234375,-0.059661865234375,1,83,True
+,10,74,10,74,84,84,0,0.07171630859375,-0.07171630859375,-0.07171630859375,1,84,True
+,10,75,10,75,85,85,2,0.020172119140625,-0.020172119140625,-0.020172119140625,1,85,True
+,10,76,10,76,86,86,0,0.01554107666015625,-0.01554107666015625,-0.01554107666015625,1,86,True
+,10,77,10,77,87,87,0,0.0208892822265625,-0.0208892822265625,-0.0208892822265625,1,87,True
+,10,78,10,78,88,88,0,0.09405517578125,-0.09405517578125,-0.09405517578125,1,88,True
+,10,79,10,79,89,89,0,0.06640625,-0.06640625,-0.06640625,1,89,True
+,10,80,10,80,90,90,7,0.01788330078125,-0.01788330078125,-0.01788330078125,1,90,True
+,10,81,10,81,91,91,0,0.00946044921875,-0.00946044921875,-0.00946044921875,1,91,True
+,10,82,10,82,92,92,0,0.059356689453125,-0.059356689453125,-0.059356689453125,1,92,True
+,10,83,10,83,93,93,0,0.03424072265625,-0.03424072265625,-0.03424072265625,1,93,True
+,10,84,10,84,94,94,1,0.1043701171875,-0.1043701171875,-0.1043701171875,1,94,True
+,10,85,10,85,95,95,0,0.0941162109375,-0.0941162109375,-0.0941162109375,1,95,True
+,10,86,10,86,96,96,0,0.04736328125,-0.04736328125,-0.04736328125,1,96,True
+,10,87,10,87,97,97,0,0.0743408203125,-0.0743408203125,-0.0743408203125,1,97,True
+,10,88,10,88,98,98,0,0.055633544921875,-0.055633544921875,-0.055633544921875,1,98,True
+,10,89,10,89,99,99,0,0.1630859375,-0.1630859375,-0.1630859375,1,99,True
+,10,90,10,90,100,100,2,0.223388671875,-0.223388671875,-0.223388671875,1,100,True
+,10,91,10,91,101,101,0,0.366455078125,-0.366455078125,-0.366455078125,1,101,True
+,10,92,10,92,102,102,0,0.364990234375,-0.364990234375,-0.364990234375,1,102,True
+,10,93,10,93,103,103,2,0.61767578125,-0.61767578125,-0.61767578125,1,103,True
+,10,94,10,94,104,104,0,0.50439453125,-0.50439453125,-0.50439453125,1,104,True
+,10,95,10,95,105,105,1,0.521484375,-0.521484375,-0.521484375,1,105,True
+,10,96,10,96,106,106,0,0.057769775390625,-0.057769775390625,-0.057769775390625,1,106,True
+,10,97,10,97,107,107,0,0.4033203125,-0.4033203125,-0.4033203125,1,107,True
+,10,98,10,98,108,108,0,0.24951171875,-0.24951171875,-0.24951171875,1,108,True
+,10,99,10,99,109,109,0,1.1015625,-1.1015625,-1.1015625,1,119,False
+,11,10,11,10,21,21,22,0.0216064453125,-0.0216064453125,-0.0216064453125,1,21,True
+,11,11,11,11,22,22,32,0.038116455078125,-0.038116455078125,-0.038116455078125,1,22,True
+,11,12,11,12,23,23,20,0.0875244140625,-0.0875244140625,-0.0875244140625,1,23,True
+,11,13,11,13,24,24,17,0.0277557373046875,-0.0277557373046875,-0.0277557373046875,1,24,True
+,11,14,11,14,25,25,9,0.03662109375,-0.03662109375,-0.03662109375,1,25,True
+,11,15,11,15,26,26,12,0.0212860107421875,-0.0212860107421875,-0.0212860107421875,1,26,True
+,11,16,11,16,27,27,12,0.046417236328125,-0.046417236328125,-0.046417236328125,1,27,True
+,11,17,11,17,28,28,7,0.07025146484375,-0.07025146484375,-0.07025146484375,1,28,True
+,11,18,11,18,29,29,5,0.131591796875,-0.131591796875,-0.131591796875,1,29,True
+,11,19,11,19,30,30,3,0.06292724609375,-0.06292724609375,-0.06292724609375,1,30,True
+,11,20,11,20,31,31,4,0.0401611328125,-0.0401611328125,-0.0401611328125,1,31,True
+,11,21,11,21,32,32,4,0.042724609375,-0.042724609375,-0.042724609375,1,32,True
+,11,22,11,22,33,33,17,0.042755126953125,-0.042755126953125,-0.042755126953125,1,33,True
+,11,23,11,23,34,34,0,0.0460205078125,-0.0460205078125,-0.0460205078125,1,34,True
+,11,24,11,24,35,35,1,0.02972412109375,-0.02972412109375,-0.02972412109375,1,35,True
+,11,25,11,25,36,36,0,0.032073974609375,-0.032073974609375,-0.032073974609375,1,36,True
+,11,26,11,26,37,37,0,0.03424072265625,-0.03424072265625,-0.03424072265625,1,37,True
+,11,27,11,27,38,38,0,0.033538818359375,-0.033538818359375,-0.033538818359375,1,38,True
+,11,28,11,28,39,39,1,0.043853759765625,-0.043853759765625,-0.043853759765625,1,39,True
+,11,29,11,29,40,40,1,0.12384033203125,-0.12384033203125,-0.12384033203125,1,40,True
+,11,30,11,30,41,41,2,0.01385498046875,-0.01385498046875,-0.01385498046875,1,41,True
+,11,31,11,31,42,42,1,0.0245513916015625,-0.0245513916015625,-0.0245513916015625,1,42,True
+,11,32,11,32,43,43,1,0.050506591796875,-0.050506591796875,-0.050506591796875,1,43,True
+,11,33,11,33,44,44,0,0.0187225341796875,-0.0187225341796875,-0.0187225341796875,1,44,True
+,11,34,11,34,45,45,1,0.05029296875,-0.05029296875,-0.05029296875,1,45,True
+,11,35,11,35,46,46,1,0.018890380859375,-0.018890380859375,-0.018890380859375,1,46,True
+,11,36,11,36,47,47,1,0.0203857421875,-0.0203857421875,-0.0203857421875,1,47,True
+,11,37,11,37,48,48,0,0.016754150390625,-0.016754150390625,-0.016754150390625,1,48,True
+,11,38,11,38,49,49,1,0.0882568359375,-0.0882568359375,-0.0882568359375,1,49,True
+,11,39,11,39,50,50,2,0.01161956787109375,-0.01161956787109375,-0.01161956787109375,1,50,True
+,11,40,11,40,51,51,1,0.05450439453125,-0.05450439453125,-0.05450439453125,1,51,True
+,11,41,11,41,52,52,1,0.09112548828125,-0.09112548828125,-0.09112548828125,1,52,True
+,11,42,11,42,53,53,1,0.162353515625,-0.162353515625,-0.162353515625,1,53,True
+,11,43,11,43,54,54,0,0.1007080078125,-0.1007080078125,-0.1007080078125,1,54,True
+,11,44,11,44,55,55,0,0.22314453125,-0.22314453125,-0.22314453125,1,55,True
+,11,45,11,45,56,56,2,0.096923828125,-0.096923828125,-0.096923828125,1,56,True
+,11,46,11,46,57,57,0,0.26953125,-0.26953125,-0.26953125,1,57,True
+,11,47,11,47,58,58,0,0.53271484375,-0.53271484375,-0.53271484375,1,58,True
+,11,48,11,48,59,59,1,0.06671142578125,-0.06671142578125,-0.06671142578125,1,59,True
+,11,49,11,49,60,60,0,0.1058349609375,-0.1058349609375,-0.1058349609375,1,60,True
+,11,50,11,50,61,61,1,0.09405517578125,-0.09405517578125,-0.09405517578125,1,61,True
+,11,51,11,51,62,62,0,0.06781005859375,-0.06781005859375,-0.06781005859375,1,62,True
+,11,52,11,52,63,63,0,0.035400390625,-0.035400390625,-0.035400390625,1,63,True
+,11,53,11,53,64,64,0,0.11077880859375,-0.11077880859375,-0.11077880859375,1,64,True
+,11,54,11,54,65,65,1,0.0672607421875,-0.0672607421875,-0.0672607421875,1,65,True
+,11,55,11,55,66,66,1,0.039459228515625,-0.039459228515625,-0.039459228515625,1,66,True
+,11,56,11,56,67,67,0,0.0528564453125,-0.0528564453125,-0.0528564453125,1,67,True
+,11,57,11,57,68,68,1,0.055023193359375,-0.055023193359375,-0.055023193359375,1,68,True
+,11,58,11,58,69,69,0,0.190673828125,-0.190673828125,-0.190673828125,1,69,True
+,11,59,11,59,70,70,1,0.135986328125,-0.135986328125,-0.135986328125,1,70,True
+,11,60,11,60,71,71,1,0.007205963134765625,-0.007205963134765625,-0.007205963134765625,1,71,True
+,11,61,11,61,72,72,1,0.056243896484375,-0.056243896484375,-0.056243896484375,1,72,True
+,11,62,11,62,73,73,0,0.126708984375,-0.126708984375,-0.126708984375,1,73,True
+,11,63,11,63,74,74,1,0.065673828125,-0.065673828125,-0.065673828125,1,74,True
+,11,64,11,64,75,75,0,0.06292724609375,-0.06292724609375,-0.06292724609375,1,75,True
+,11,65,11,65,76,76,3,0.0306243896484375,-0.0306243896484375,-0.0306243896484375,1,76,True
+,11,66,11,66,77,77,0,0.01904296875,-0.01904296875,-0.01904296875,1,77,True
+,11,67,11,67,78,78,1,0.0267181396484375,-0.0267181396484375,-0.0267181396484375,1,78,True
+,11,68,11,68,79,79,0,0.08172607421875,-0.08172607421875,-0.08172607421875,1,79,True
+,11,69,11,69,80,80,0,0.0396728515625,-0.0396728515625,-0.0396728515625,1,80,True
+,11,70,11,70,81,81,0,0.01058197021484375,-0.01058197021484375,-0.01058197021484375,1,81,True
+,11,71,11,71,82,82,0,0.0704345703125,-0.0704345703125,-0.0704345703125,1,82,True
+,11,72,11,72,83,83,0,0.040130615234375,-0.040130615234375,-0.040130615234375,1,83,True
+,11,73,11,73,84,84,0,0.0374755859375,-0.0374755859375,-0.0374755859375,1,84,True
+,11,74,11,74,85,85,0,0.11712646484375,-0.11712646484375,-0.11712646484375,1,85,True
+,11,75,11,75,86,86,0,0.031341552734375,-0.031341552734375,-0.031341552734375,1,86,True
+,11,76,11,76,87,87,0,0.018096923828125,-0.018096923828125,-0.018096923828125,1,87,True
+,11,77,11,77,88,88,0,0.0670166015625,-0.0670166015625,-0.0670166015625,1,88,True
+,11,78,11,78,89,89,0,0.0286712646484375,-0.0286712646484375,-0.0286712646484375,1,89,True
+,11,79,11,79,90,90,0,0.10235595703125,-0.10235595703125,-0.10235595703125,1,90,True
+,11,80,11,80,91,91,1,0.06787109375,-0.06787109375,-0.06787109375,1,91,True
+,11,81,11,81,92,92,0,0.057525634765625,-0.057525634765625,-0.057525634765625,1,92,True
+,11,82,11,82,93,93,0,0.05645751953125,-0.05645751953125,-0.05645751953125,1,93,True
+,11,83,11,83,94,94,0,0.20751953125,-0.20751953125,-0.20751953125,1,94,True
+,11,84,11,84,95,95,0,0.06463623046875,-0.06463623046875,-0.06463623046875,1,95,True
+,11,85,11,85,96,96,0,0.0239410400390625,-0.0239410400390625,-0.0239410400390625,1,96,True
+,11,86,11,86,97,97,0,0.07647705078125,-0.07647705078125,-0.07647705078125,1,97,True
+,11,87,11,87,98,98,0,0.1751708984375,-0.1751708984375,-0.1751708984375,1,98,True
+,11,88,11,88,99,99,0,0.02825927734375,-0.02825927734375,-0.02825927734375,1,99,True
+,11,89,11,89,100,100,2,0.2073974609375,-0.2073974609375,-0.2073974609375,1,100,True
+,11,90,11,90,101,101,1,0.058349609375,-0.058349609375,-0.058349609375,1,101,True
+,11,91,11,91,102,102,0,0.80859375,-0.80859375,-0.80859375,1,102,True
+,11,92,11,92,103,103,0,0.6298828125,-0.6298828125,-0.6298828125,1,103,True
+,11,93,11,93,104,104,0,0.2177734375,-0.2177734375,-0.2177734375,1,104,True
+,11,94,11,94,105,105,0,0.681640625,-0.681640625,-0.681640625,1,105,True
+,11,95,11,95,106,106,0,0.83837890625,-0.83837890625,-0.83837890625,1,106,True
+,11,96,11,96,107,107,0,0.172607421875,-0.172607421875,-0.172607421875,1,107,True
+,11,97,11,97,108,108,0,0.290283203125,-0.290283203125,-0.290283203125,1,108,True
+,11,98,11,98,109,109,0,0.136962890625,-0.136962890625,-0.136962890625,1,109,True
+,11,99,11,99,110,110,1,0.64990234375,-0.64990234375,-0.64990234375,1,110,True
+,12,10,12,10,22,22,29,0.016845703125,-0.016845703125,-0.016845703125,1,22,True
+,12,11,12,11,23,23,13,0.0290985107421875,-0.0290985107421875,-0.0290985107421875,1,23,True
+,12,12,12,12,24,24,83,0.02484130859375,-0.02484130859375,-0.02484130859375,1,24,True
+,12,13,12,13,25,25,17,0.0640869140625,-0.0640869140625,-0.0640869140625,1,25,True
+,12,14,12,14,26,26,24,0.02191162109375,-0.02191162109375,-0.02191162109375,1,26,True
+,12,15,12,15,27,27,39,0.050811767578125,-0.050811767578125,-0.050811767578125,1,27,True
+,12,16,12,16,28,28,22,0.009185791015625,-0.009185791015625,-0.009185791015625,1,28,True
+,12,17,12,17,29,29,11,0.0262451171875,-0.0262451171875,-0.0262451171875,1,29,True
+,12,18,12,18,30,30,15,0.027008056640625,-0.027008056640625,-0.027008056640625,1,30,True
+,12,19,12,19,31,31,5,0.0189361572265625,-0.0189361572265625,-0.0189361572265625,1,31,True
+,12,20,12,20,32,32,16,0.05816650390625,-0.05816650390625,-0.05816650390625,1,32,True
+,12,21,12,21,33,33,13,0.0236968994140625,-0.0236968994140625,-0.0236968994140625,1,33,True
+,12,22,12,22,34,34,14,0.1253662109375,-0.1253662109375,-0.1253662109375,1,34,True
+,12,23,12,23,35,35,1,0.08868408203125,-0.08868408203125,-0.08868408203125,1,35,True
+,12,24,12,24,36,36,13,0.050750732421875,-0.050750732421875,-0.050750732421875,1,36,True
+,12,25,12,25,37,37,2,0.0210418701171875,-0.0210418701171875,-0.0210418701171875,1,37,True
+,12,26,12,26,38,38,4,0.03759765625,-0.03759765625,-0.03759765625,1,38,True
+,12,27,12,27,39,39,4,0.0248870849609375,-0.0248870849609375,-0.0248870849609375,1,39,True
+,12,28,12,28,40,40,2,0.2010498046875,-0.2010498046875,-0.2010498046875,1,40,True
+,12,29,12,29,41,41,2,0.040008544921875,-0.040008544921875,-0.040008544921875,1,41,True
+,12,30,12,30,42,42,6,0.01485443115234375,-0.01485443115234375,-0.01485443115234375,1,42,True
+,12,31,12,31,43,43,4,0.029022216796875,-0.029022216796875,-0.029022216796875,1,43,True
+,12,32,12,32,44,44,4,0.63037109375,-0.63037109375,-0.63037109375,1,44,True
+,12,33,12,33,45,45,3,0.02288818359375,-0.02288818359375,-0.02288818359375,1,45,True
+,12,34,12,34,46,46,13,0.029541015625,-0.029541015625,-0.029541015625,1,46,True
+,12,35,12,35,47,47,2,0.02337646484375,-0.02337646484375,-0.02337646484375,1,47,True
+,12,36,12,36,48,48,8,0.06201171875,-0.06201171875,-0.06201171875,1,48,True
+,12,37,12,37,49,49,1,0.0166778564453125,-0.0166778564453125,-0.0166778564453125,1,49,True
+,12,38,12,38,50,50,1,0.02093505859375,-0.02093505859375,-0.02093505859375,1,50,True
+,12,39,12,39,51,51,1,0.0139312744140625,-0.0139312744140625,-0.0139312744140625,1,51,True
+,12,40,12,40,52,52,2,0.0306854248046875,-0.0306854248046875,-0.0306854248046875,1,52,True
+,12,41,12,41,53,53,0,0.0266265869140625,-0.0266265869140625,-0.0266265869140625,1,53,True
+,12,42,12,42,54,54,0,0.10955810546875,-0.10955810546875,-0.10955810546875,1,54,True
+,12,43,12,43,55,55,1,0.05340576171875,-0.05340576171875,-0.05340576171875,1,55,True
+,12,44,12,44,56,56,0,0.153564453125,-0.153564453125,-0.153564453125,1,56,True
+,12,45,12,45,57,57,1,0.042266845703125,-0.042266845703125,-0.042266845703125,1,57,True
+,12,46,12,46,58,58,0,0.039520263671875,-0.039520263671875,-0.039520263671875,1,58,True
+,12,47,12,47,59,59,1,0.061798095703125,-0.061798095703125,-0.061798095703125,1,59,True
+,12,48,12,48,60,60,8,0.0465087890625,-0.0465087890625,-0.0465087890625,1,60,True
+,12,49,12,49,61,61,1,0.09423828125,-0.09423828125,-0.09423828125,1,61,True
+,12,50,12,50,62,62,4,0.0102996826171875,-0.0102996826171875,-0.0102996826171875,1,62,True
+,12,51,12,51,63,63,0,0.02447509765625,-0.02447509765625,-0.02447509765625,1,63,True
+,12,52,12,52,64,64,0,0.2529296875,-0.2529296875,-0.2529296875,1,64,True
+,12,53,12,53,65,65,0,0.031585693359375,-0.031585693359375,-0.031585693359375,1,65,True
+,12,54,12,54,66,66,0,0.047576904296875,-0.047576904296875,-0.047576904296875,1,66,True
+,12,55,12,55,67,67,0,0.057891845703125,-0.057891845703125,-0.057891845703125,1,67,True
+,12,56,12,56,68,68,0,0.06646728515625,-0.06646728515625,-0.06646728515625,1,68,True
+,12,57,12,57,69,69,0,0.01042938232421875,-0.01042938232421875,-0.01042938232421875,1,69,True
+,12,58,12,58,70,70,0,0.1094970703125,-0.1094970703125,-0.1094970703125,1,70,True
+,12,59,12,59,71,71,0,0.0159759521484375,-0.0159759521484375,-0.0159759521484375,1,71,True
+,12,60,12,60,72,72,2,0.0186920166015625,-0.0186920166015625,-0.0186920166015625,1,72,True
+,12,61,12,61,73,73,0,0.0699462890625,-0.0699462890625,-0.0699462890625,1,73,True
+,12,62,12,62,74,74,0,0.1368408203125,-0.1368408203125,-0.1368408203125,1,74,True
+,12,63,12,63,75,75,0,0.0672607421875,-0.0672607421875,-0.0672607421875,1,75,True
+,12,64,12,64,76,76,5,0.0218658447265625,-0.0218658447265625,-0.0218658447265625,1,76,True
+,12,65,12,65,77,77,2,0.01702880859375,-0.01702880859375,-0.01702880859375,1,77,True
+,12,66,12,66,78,78,0,0.00473785400390625,-0.00473785400390625,-0.00473785400390625,1,78,True
+,12,67,12,67,79,79,1,0.08489990234375,-0.08489990234375,-0.08489990234375,1,79,True
+,12,68,12,68,80,80,0,0.06646728515625,-0.06646728515625,-0.06646728515625,1,80,True
+,12,69,12,69,81,81,1,0.0382080078125,-0.0382080078125,-0.0382080078125,1,81,True
+,12,70,12,70,82,82,0,0.012298583984375,-0.012298583984375,-0.012298583984375,1,82,True
+,12,71,12,71,83,83,0,0.0118255615234375,-0.0118255615234375,-0.0118255615234375,1,83,True
+,12,72,12,72,84,84,1,0.1708984375,-0.1708984375,-0.1708984375,1,84,True
+,12,73,12,73,85,85,0,0.040283203125,-0.040283203125,-0.040283203125,1,85,True
+,12,74,12,74,86,86,0,0.08709716796875,-0.08709716796875,-0.08709716796875,1,86,True
+,12,75,12,75,87,87,0,0.00846099853515625,-0.00846099853515625,-0.00846099853515625,1,87,True
+,12,76,12,76,88,88,0,0.0792236328125,-0.0792236328125,-0.0792236328125,1,88,True
+,12,77,12,77,89,89,0,0.01212310791015625,-0.01212310791015625,-0.01212310791015625,1,89,True
+,12,78,12,78,90,90,0,0.01465606689453125,-0.01465606689453125,-0.01465606689453125,1,90,True
+,12,79,12,79,91,91,0,0.020233154296875,-0.020233154296875,-0.020233154296875,1,91,True
+,12,80,12,80,92,92,2,0.00897979736328125,-0.00897979736328125,-0.00897979736328125,1,92,True
+,12,81,12,81,93,93,0,0.0195159912109375,-0.0195159912109375,-0.0195159912109375,1,93,True
+,12,82,12,82,94,94,0,0.09588623046875,-0.09588623046875,-0.09588623046875,1,94,True
+,12,83,12,83,95,95,0,0.08636474609375,-0.08636474609375,-0.08636474609375,1,95,True
+,12,84,12,84,96,96,0,0.35986328125,-0.35986328125,-0.35986328125,1,96,True
+,12,85,12,85,97,97,1,0.0364990234375,-0.0364990234375,-0.0364990234375,1,97,True
+,12,86,12,86,98,98,0,0.0225830078125,-0.0225830078125,-0.0225830078125,1,98,True
+,12,87,12,87,99,99,0,0.0226898193359375,-0.0226898193359375,-0.0226898193359375,1,99,True
+,12,88,12,88,100,100,0,0.03436279296875,-0.03436279296875,-0.03436279296875,1,100,True
+,12,89,12,89,101,101,0,0.07666015625,-0.07666015625,-0.07666015625,1,101,True
+,12,90,12,90,102,102,0,0.016571044921875,-0.016571044921875,-0.016571044921875,1,102,True
+,12,91,12,91,103,103,0,0.5302734375,-0.5302734375,-0.5302734375,1,103,True
+,12,92,12,92,104,104,0,0.599609375,-0.599609375,-0.599609375,1,104,True
+,12,93,12,93,105,105,0,0.1307373046875,-0.1307373046875,-0.1307373046875,1,105,True
+,12,94,12,94,106,106,0,0.2283935546875,-0.2283935546875,-0.2283935546875,1,106,True
+,12,95,12,95,107,107,0,0.204345703125,-0.204345703125,-0.204345703125,1,107,True
+,12,96,12,96,108,108,3,0.0361328125,-0.0361328125,-0.0361328125,1,108,True
+,12,97,12,97,109,109,0,0.27587890625,-0.27587890625,-0.27587890625,1,109,True
+,12,98,12,98,110,110,4,0.188720703125,-0.188720703125,-0.188720703125,1,110,True
+,12,99,12,99,111,111,3,0.38427734375,-0.38427734375,-0.38427734375,1,111,True
+,13,10,13,10,23,23,14,0.0150909423828125,-0.0150909423828125,-0.0150909423828125,1,23,True
+,13,11,13,11,24,24,15,0.0184326171875,-0.0184326171875,-0.0184326171875,1,24,True
+,13,12,13,12,25,25,10,0.0640869140625,-0.0640869140625,-0.0640869140625,1,25,True
+,13,13,13,13,26,26,24,0.09124755859375,-0.09124755859375,-0.09124755859375,1,26,True
+,13,14,13,14,27,27,9,0.0323486328125,-0.0323486328125,-0.0323486328125,1,27,True
+,13,15,13,15,28,28,18,0.009918212890625,-0.009918212890625,-0.009918212890625,1,28,True
+,13,16,13,16,29,29,7,0.0291290283203125,-0.0291290283203125,-0.0291290283203125,1,29,True
+,13,17,13,17,30,30,0,0.01445770263671875,-0.01445770263671875,-0.01445770263671875,1,30,True
+,13,18,13,18,31,31,10,0.030609130859375,-0.030609130859375,-0.030609130859375,1,31,True
+,13,19,13,19,32,32,3,0.06317138671875,-0.06317138671875,-0.06317138671875,1,32,True
+,13,20,13,20,33,33,5,0.0237274169921875,-0.0237274169921875,-0.0237274169921875,1,33,True
+,13,21,13,21,34,34,23,0.02984619140625,-0.02984619140625,-0.02984619140625,1,34,True
+,13,22,13,22,35,35,4,0.071533203125,-0.071533203125,-0.071533203125,1,35,True
+,13,23,13,23,36,36,7,0.2039794921875,-0.2039794921875,-0.2039794921875,1,36,True
+,13,24,13,24,37,37,2,0.03680419921875,-0.03680419921875,-0.03680419921875,1,37,True
+,13,25,13,25,38,38,4,0.03570556640625,-0.03570556640625,-0.03570556640625,1,38,True
+,13,26,13,26,39,39,1,0.02276611328125,-0.02276611328125,-0.02276611328125,1,39,True
+,13,27,13,27,40,40,0,0.057525634765625,-0.057525634765625,-0.057525634765625,1,40,True
+,13,28,13,28,41,41,4,0.04205322265625,-0.04205322265625,-0.04205322265625,1,41,True
+,13,29,13,29,42,42,4,0.03802490234375,-0.03802490234375,-0.03802490234375,1,42,True
