layer,op,mean_distinct,frac_positive,p_vs_0,rho,slope,r2,p
7,+,-7.846367462637103e-06,0.5061728395061729,0.7366211329226331,0.0637561028586296,4.7797023231924275e-06,0.007044828067128943,0.45628612289129966
7,-,-0.00012020551033661191,0.48148148148148145,0.7201936302125456,-0.21176902738457948,-3.081947903674376e-05,0.0014156836082131641,0.7387682161083893
7,*,5.276379664654597e-05,0.5925925925925926,0.011543512169256132,-0.09340685324106182,-1.1008875692493142e-06,0.013740267661092069,0.29733253675347665
7,/,-0.00017415096185172723,0.30434782608695654,0.00674898117354518,0.69911284484569,5.7489679484348214e-05,0.25415413285124644,0.014171091321364527
8,+,-7.2808786417099135e-06,0.49382716049382713,0.6098812365575548,0.08748483540239033,3.329326727100788e-06,0.009144772719503407,0.3957553823647503
8,-,8.509334184239706e-05,0.5185185185185185,0.9307644285710237,-0.15417446653253974,0.00012519753766676039,0.0027406571069389036,0.6425353432831873
8,*,3.0493941650237644e-05,0.5925925925925926,0.026715922268023464,0.0702697904159899,2.7818521799262917e-07,0.002002462540348782,0.6916041539153607
8,/,-8.850427563266295e-05,0.2608695652173913,0.005918721984344046,0.6561534600856037,2.7121136405487393e-05,0.22736870165218495,0.02141892949035374
9,+,-7.764501394831643e-06,0.4444444444444444,0.5617393322846709,-0.011179121250926884,9.53861000039411e-07,0.0008540243644519977,0.7956502151690044
9,-,0.0001480984833452909,0.5432098765432098,0.8724554100021936,0.02515585440558116,0.00014088936835700587,0.003912525457644948,0.5790687706643122
9,*,2.8915303024444086e-05,0.5925925925925926,0.09368673685097764,-0.06883502138338046,-5.614250355313759e-07,0.005123444991708832,0.5254240279887723
9,/,-0.00015202171809549828,0.391304347826087,0.010905769296275023,0.677121731218503,5.565150738435338e-05,0.2702922544741125,0.01099686486946913
10,+,-8.57241609496394e-06,0.4444444444444444,0.7673339569969407,-0.06332570102728693,-1.1241080577397959e-06,0.0002525781156584049,0.8880120896388638
10,-,0.00021585817752896771,0.5432098765432098,0.6003233879965022,0.04562259412232369,5.517563812322155e-05,0.003013183853604853,0.6264561602064043
10,*,4.642761689258549e-05,0.5925925925925926,0.26847070989880656,-0.12804466311492438,-2.340741083494117e-06,0.014905087216396455,0.27758206014546677
10,/,-0.00030888592559083375,0.43478260869565216,0.016113642791260804,0.6592219875684671,0.00012053370525120771,0.26986230363348407,0.011071967881291412
11,+,-9.893308456364206e-06,0.49382716049382713,0.8201382116426781,-0.0389400393725295,-2.83819186460853e-06,0.0007137730790481462,0.8128478123711764
11,-,0.00010877407495516837,0.5925925925925926,0.646583169605402,-0.131283884923499,-2.3931442987499336e-05,0.0017089487727586926,0.7140451132226658
11,*,6.345759292312756e-05,0.5432098765432098,0.3997693783967494,-0.14192916028875904,-4.572369015533294e-06,0.017569946977417556,0.2381447693337401
11,/,-0.0005382841611324697,0.43478260869565216,0.018074383902547737,0.6111483903369419,0.0002114576901837165,0.2626929803956898,0.012397555717509503
12,+,-9.259981243642726e-06,0.41975308641975306,0.8774374729174274,-0.044818422279551844,-4.021952893837839e-06,0.0007525831427334952,0.8079221466308188
12,-,-7.773464764840823e-06,0.5308641975308642,0.9923385187482634,-0.025506971689044925,-0.00010868732195169631,0.0030230859131406933,0.625889053035185
12,*,9.630013190345913e-05,0.5432098765432098,0.30343893851271403,-0.1394211388301819,-5.870649777272569e-06,0.018826774329081412,0.22190078891094434
12,/,-0.000656758844032717,0.43478260869565216,0.016689526264980572,0.6213768152798196,0.000257212320045083,0.2685302002733471,0.011307727230536156
13,+,-7.175902172945271e-06,0.3950617283950617,0.8931112273640318,-0.07598857595994778,-4.056245216977606e-06,0.0009676143338760623,0.7827985729752982
13,-,-0.00011907792953287695,0.4691358024691358,0.8809737433822533,0.012708180388591655,-0.00011143342031933736,0.003293357330154452,0.610834926110227
13,*,7.472976866885736e-05,0.5432098765432098,0.38764034469536046,-0.16990150772766432,-5.874060416382243e-06,0.02201504961363191,0.18618573704486868
13,/,-0.0006411532418606626,0.43478260869565216,0.015299286037118765,0.6014313866412081,0.00024857165275355537,0.2711747417070432,0.010844209739177966
14,+,-7.299865071035773e-06,0.4074074074074074,0.8744635295782518,-0.06383538740650853,-3.2391767764114567e-06,0.000824399988952756,0.7991500091345045
14,-,-0.00010250805469239169,0.5061728395061729,0.8958097436409569,-0.06392599831837013,-0.00010466979572850136,0.0029990968727970657,0.6272649274628272
14,*,6.342334894733951e-05,0.5432098765432098,0.38469117172119405,-0.16558590323587843,-5.100152199946743e-06,0.023330099733490574,0.1734145329588904
14,/,-0.0005333998710843323,0.43478260869565216,0.013998138203436922,0.6781445737127908,0.00020655160815395576,0.27879690125190465,0.009606017376544668
15,+,-6.773884482226527e-06,0.41975308641975306,0.8598430296564685,-0.012878075848332182,-2.284803140313132e-06,0.0005950089969057611,0.8288667739288131
15,-,-2.6822917257541947e-05,0.4691358024691358,0.9612178416921413,-0.03696925203953936,-6.606535798252933e-05,0.0024056425394812647,0.6636880008255839
15,*,6.607539303039165e-05,0.5432098765432098,0.2537107796929229,-0.19851780662215024,-4.110437789501277e-06,0.024153448886325292,0.16592468113526934
15,/,-0.0004578692991641665,0.43478260869565216,0.01513212086336991,0.677121731218503,0.00017916552432834472,0.27728419674536153,0.00984067353416819
16,+,-5.3083233932485585e-06,0.3950617283950617,0.8725438927730993,-0.009672714841227515,-2.0695996655074905e-06,0.0006562235548743355,0.8204194230012467
16,-,3.9300155066719414e-05,0.4444444444444444,0.9313172813447153,0.01757851690115352,-5.3107873865668803e-05,0.0022751091996291994,0.6724036144366411
16,*,5.92027315187574e-05,0.5555555555555556,0.23094370099079098,-0.20239281274959148,-3.5781202847783606e-06,0.025134622771426352,0.1574700188402055
16,/,-0.00039216539463517223,0.391304347826087,0.014413222937527738,0.6413222439184312,0.00015402648779193548,0.28400236453624467,0.008837976925431479
17,+,-3.934143121608891e-06,0.4444444444444444,0.892966542591507,0.0018235446012150236,-1.6951404267386673e-06,0.0005637676205228853,0.8333536584152866
17,-,2.6088050167843375e-05,0.5432098765432098,0.9471080111871156,-0.15435568835626298,-5.3945141558978325e-05,0.0031559712097033953,0.6183871444530034
17,*,5.6878386813426545e-05,0.5679012345679012,0.19698586053305409,-0.1964842757097904,-3.207514860655463e-06,0.02541898918751728,0.15511061218288436
17,/,-0.0003673201156858734,0.391304347826087,0.013985647996285107,0.6592219875684671,0.00014266365569519843,0.2805458004503878,0.009341261524328875
18,+,-3.513871871555318e-06,0.4691358024691358,0.8918757324153391,-0.002503126440177144,-1.298312650873082e-06,0.0004230950754754884,0.8553744576267586
18,-,5.179281888553252e-05,0.5555555555555556,0.8720050135236922,-0.22627809964642073,-4.480570508486657e-05,0.003258504758232829,0.6127318678545914
18,*,5.772835945268199e-05,0.5802469135802469,0.14123780077333223,-0.208290052395435,-2.8180995670160597e-06,0.02484595135280923,0.159906248452038
18,/,-0.00032966742451304273,0.391304347826087,0.013953196182253635,0.6699618337584886,0.0001281024632930953,0.2810394791383649,0.009267773238495177
19,+,-2.6487008070654848e-06,0.38271604938271603,0.9139787827702246,0.001370490041906943,-1.3571495635588416e-06,0.0005138110109765508,0.8408068393805581
19,-,3.8818381362029196e-05,0.5679012345679012,0.9062635583934152,-0.21383042562943125,-4.586911502387277e-05,0.0032471993098005503,0.6133499236694681
19,*,5.445544230887186e-05,0.5432098765432098,0.14116150196160493,-0.22023139780857026,-2.568265196303432e-06,0.023199972009924016,0.17463288543428082
19,/,-0.0003155655787059921,0.391304347826087,0.014407765648090431,0.6628019362984743,0.00012420598605265298,0.28525347841928084,0.008662156431509544
20,+,-2.7315477824195485e-06,0.38271604938271603,0.9092567526584521,0.011462280350494434,-1.362749387550901e-06,0.0005423008797046056,0.8365123772079914
20,-,3.374011229685378e-05,0.5679012345679012,0.9236958041685991,-0.25014274855797386,-4.636374658209962e-05,0.0029053334284654384,0.6327085726539702
20,*,5.491627486596694e-05,0.5432098765432098,0.11773080486086761,-0.21782505289561116,-2.3487395101833238e-06,0.021602366247330765,0.19041225164195852
20,/,-0.000306714555600713,0.391304347826087,0.013839657597126563,0.677121731218503,0.00012076612571021944,0.28934308075359677,0.008110008909877666
21,+,-2.2119516414503894e-06,0.3950617283950617,0.9263932918664664,0.016581796870675743,-1.2154191723698473e-06,0.0004321919855232,0.8538449323771459
21,-,3.908757011088038e-05,0.5802469135802469,0.9139311465721652,-0.26086881524959266,-4.659413936629207e-05,0.002784080657571952,0.639910000462317
21,*,5.822089977564265e-05,0.5308641975308642,0.09697746683576393,-0.2146278904056232,-2.319807471531246e-06,0.021144452538267865,0.19523139600408207
21,/,-0.00030343888626791784,0.391304347826087,0.014496404282931636,0.677121731218503,0.0001205892600222723,0.29020230015667897,0.007998269928876504
22,+,-1.5507669734097052e-06,0.4074074074074074,0.9494255980673092,0.010442907592051253,-1.1989866908452778e-06,0.00040334183897850986,0.8587552524492302
22,-,5.773594402723339e-05,0.5802469135802469,0.8466067244106049,-0.25436748232352174,-3.5352301283132106e-05,0.0023536641751859583,0.6671242636454672
22,*,6.563122975006754e-05,0.5679012345679012,0.05620496323326401,-0.20810929409211412,-2.1434220016057757e-06,0.018908375817838524,0.22089222429324598
22,/,-0.00029155272527535837,0.391304347826087,0.014877105452970357,0.677121731218503,0.00011615194674995489,0.28908856717992626,0.008143386908811352
23,+,-1.1762283027297966e-06,0.38271604938271603,0.9619186190044068,0.015199980464786097,-1.3221776043428576e-06,0.00048310419242116975,0.8455764883650823
23,-,7.258649456245409e-05,0.5555555555555556,0.7915269786793498,-0.22371834138633007,-2.96241327674819e-05,0.0019526326265692311,0.6952743352485871
23,*,6.601976353262068e-05,0.5555555555555556,0.05721907080025334,-0.2183334356237011,-2.09250024424552e-06,0.01766043920098588,0.2369289730870361
23,/,-0.00029375536699036023,0.391304347826087,0.01537102023348017,0.677121731218503,0.00011776796343427774,0.2895058553210852,0.008088729093066236
24,+,-8.978544805114281e-07,0.37037037037037035,0.9707362771588646,0.008200287523476254,-1.1838208986221978e-06,0.0003923743587229894,0.8606692833310702
24,-,9.554134699789964e-05,0.5432098765432098,0.7007985268912507,-0.2050751462708026,-2.2706410578907203e-05,0.001399882445140093,0.7401782097033034
24,*,7.01289725124429e-05,0.5679012345679012,0.04145298942828382,-0.2043133697223758,-1.9466161044280685e-06,0.015625746981816714,0.26617739924960304
24,/,-0.00029485485243044887,0.391304347826087,0.015762801521131072,0.6914415261385317,0.00011846313413304605,0.28825158146090996,0.008254061171603282
25,+,-9.76593347367393e-07,0.37037037037037035,0.9688933987041819,0.015709666844007687,-1.0882368074421883e-06,0.0003166879891607155,0.8747052865368321
25,-,0.00010582717421049449,0.5308641975308642,0.6490542648464428,-0.1746638589772477,-1.6719724541796846e-05,0.0008680818804688133,0.7940121039132108
25,*,7.18724738707529e-05,0.5679012345679012,0.039827920551179945,-0.20470877851089017,-2.0367072270392684e-06,0.016558432727166745,0.2522576252208229
25,/,-0.00029783345085442964,0.391304347826087,0.015786826369544815,0.6914415261385317,0.00011948213435323548,0.2872453638976988,0.008388975475916157
26,+,-8.855617801023988e-07,0.37037037037037035,0.9720719216759367,0.012821444028418673,-1.1237339613579396e-06,0.0003310053806313209,0.8719277822004042
26,-,0.00010869813886146999,0.5308641975308642,0.5978869607395505,-0.11481535169265027,-5.156257223948813e-06,0.00010517099596931864,0.9275995241472406
26,*,7.446471602789858e-05,0.5925925925925926,0.0363669264608946,-0.1975010411659703,-1.943071296209461e-06,0.014567928967449004,0.2831253610566209
26,/,-0.00030098148744907353,0.391304347826087,0.016180444302313492,0.6950214748685389,0.0001212065835764674,0.28699356060495207,0.008423058728098134
27,+,-8.958257090176919e-07,0.41975308641975306,0.9741982779805145,0.028270604500824217,-1.2239184755272094e-06,0.000327485818838358,0.8726047585188041
27,-,0.0001194713230451379,0.5432098765432098,0.5023215135027552,-0.14654049720819862,1.402239595474041e-06,1.0426737282765038e-05,0.9771758086434141
27,*,7.772125520747559e-05,0.5802469135802469,0.03841257915112732,-0.1858308332078164,-2.1053210202871992e-06,0.015356246227266317,0.27037341524884145
27,/,-0.00030955843211668746,0.391304347826087,0.017503203020066336,0.7057613210585605,0.00012510403256267187,0.2812052031158851,0.00924322549149552
28,+,-7.546556704150108e-07,0.41975308641975306,0.9792138447794904,0.030569856389312724,-1.1701261168022161e-06,0.00027371526247174736,0.883451877561875
28,-,0.00013364676762450404,0.5802469135802469,0.4387593498081942,-0.17296490437984238,1.5501281157315202e-05,0.001357767307098343,0.7439798957846335
28,*,7.70605049539571e-05,0.5555555555555556,0.04765108427566812,-0.20298027723538434,-2.3294075074623744e-06,0.017456964545577717,0.23967321585791446
28,/,-0.000313305412401454,0.391304347826087,0.017388779023581744,0.7057613210585605,0.00012640303489805382,0.28089873933992887,0.009288668168307732
29,+,-1.6269220292102971e-06,0.4444444444444444,0.956475918890551,0.016094763219419553,-1.077198196329046e-06,0.00021899747628386312,0.8956771194741009
29,-,0.0001336858224699755,0.5925925925925926,0.46185659403652435,-0.12508836382496097,2.9301510228649962e-05,0.004376851548715151,0.5573320278616002
29,*,7.458546649122369e-05,0.5555555555555556,0.06166467485098124,-0.21144202530959277,-2.506158466938401e-06,0.019151854072529072,0.21791481658742481
29,/,-0.00030951344143877483,0.391304347826087,0.01809232983628402,0.7098526910357116,0.00012688857642259997,0.2859943172470349,0.008559594592678108
30,+,-1.8810494940925113e-06,0.4444444444444444,0.9516990530742044,0.011552891262356048,-1.1151548384903722e-06,0.00021627440615824915,0.8963241214714148
30,-,0.0001355970737233412,0.5679012345679012,0.4990257932682268,-0.0609131854989714,4.4250959502526414e-05,0.008186132206716342,0.4218081613156869
30,*,7.864227364910389e-05,0.5308641975308642,0.05431121538287089,-0.20255097626499724,-2.536059539270476e-06,0.018731680936922478,0.22308296168866923
30,/,-0.0003026886356993002,0.391304347826087,0.019592728153694172,0.7093412697885677,0.00012471783076720648,0.2807408783935711,0.009312157503617831
31,+,-2.2202848350642795e-06,0.4074074074074074,0.9463872277025189,0.029176713619440377,-1.1563800937074321e-06,0.0002057169100637072,0.8988725915318289
31,-,0.00013640364120887848,0.5308641975308642,0.6177188801826735,-0.0018235446012150236,6.206555889772206e-05,0.008662491434067705,0.4085607498355097
31,*,7.820886672187882e-05,0.5308641975308642,0.06844276325483915,-0.1997266277756086,-2.769744206287064e-06,0.020204731227172878,0.20556859186358242
31,/,-0.00031477389489322,0.391304347826087,0.0185770479429877,0.7134326397657188,0.00013014026845345556,0.28813704669753293,0.008269315038807528
32,+,-1.9617154920437828e-06,0.38271604938271603,0.9558489760146012,0.023774037999691515,-1.1866058280675851e-06,0.00018808638509425042,0.9032812583777567
32,-,0.0001486532557677211,0.5308641975308642,0.6684966831844097,0.0011326363982702007,7.340794054834725e-05,0.007507901995393984,0.4417978813285033
32,*,8.40973069747759e-05,0.5308641975308642,0.0642639156576523,-0.19146823279263614,-2.861034082115084e-06,0.019240787977363987,0.21683904820584202
32,/,-0.00032888596473203195,0.391304347826087,0.018195915164828703,0.7134326397657188,0.00013530496246807013,0.2874255837796957,0.008364660796948992
33,+,-1.8632066758380624e-06,0.37037037037037035,0.9606363813389148,-0.008166308431528149,-1.3208294480393896e-06,0.00020530691410420486,0.8989728852768157
33,-,0.00017397302246970316,0.5185185185185185,0.7812199635198307,0.04592840594985664,0.00011648946225250402,0.005802660833909874,0.4991015736088289
33,*,8.752880782522847e-05,0.5185185185185185,0.07735588821427396,-0.18833885466639352,-3.1579135501760385e-06,0.019678735848651503,0.21163141089507015
33,/,-0.0003627769469027441,0.391304347826087,0.017883623946138585,0.7011585298342655,0.00014970930906533768,0.2909912115177161,0.007896943704068316
34,+,-1.4483176402843612e-06,0.37037037037037035,0.9692672317575634,-0.008075697519666532,-9.802056826189962e-07,0.00011402811915971759,0.9246210479700168
34,-,0.00017434258671374567,0.5185185185185185,0.8449911461379009,0.01923216604262801,0.00016437710949254765,0.005700271368719653,0.5029234538813183
34,*,9.092311089300804e-05,0.5308641975308642,0.07625926742077163,-0.1835600570223479,-3.13148651762808e-06,0.01806940116584838,0.2315258848252928
34,/,-0.00037952276932807637,0.391304347826087,0.016847080426241345,0.7011585298342655,0.00015558447849688334,0.29325991694254344,0.0076122033021176
35,+,-2.0036958753190374e-06,0.37037037037037035,0.9617034059816829,-0.0016989545974053014,-6.696195924337926e-07,4.318529550840397e-05,0.9535691535155257
35,-,0.00014093419840200124,0.5308641975308642,0.8975248477107809,-0.0004870336512561863,0.0001912408352522345,0.005122621582727859,0.5254573953831949
35,*,0.0001032218900347123,0.5308641975308642,0.07752214541362464,-0.16386869935433013,-3.198181144093089e-06,0.014496540967859257,0.2843167190990696
35,/,-0.0004154572108355985,0.391304347826087,0.018238092954695865,0.7062727423057044,0.0001733860490042831,0.2955330200642978,0.007336557321583562
36,+,6.297248971553968e-05,0.5308641975308642,0.9692863596422039,0.08463059167874941,0.00015892337304040653,0.0015835724747502967,0.72429815122667
36,-,-0.0008599936178992742,0.5679012345679012,0.5563455887665111,0.15156940281651826,0.00024256995393906849,0.0046276089202376795,0.5462276578994714
36,*,-0.0004832021548196243,0.5555555555555556,0.823312985202719,0.0686994526558898,0.00016972946005260297,0.02923991731718181,0.12693090550291994
36,/,0.010147828134708542,0.8260869565217391,0.0012457833349757128,-0.7707118194458338,-0.0038134034964570993,0.504707691901973,0.00014560944398684086
